"VAR","Variable","UNIT","Measure","COU","Country","YEA","Year","Value","Flag Codes","Flags"
"LTWFFWHC","Formal LTC workers (Head counts)","TOTNURNB","Total nurses (at home and in institutions)","HUN","Hungary","2014","2014",37721,,
"LTWFFWHC","Formal LTC workers (Head counts)","TOTNURNB","Total nurses (at home and in institutions)","HUN","Hungary","2015","2015",37714,,
"LTWFFWHC","Formal LTC workers (Head counts)","TOTNURNB","Total nurses (at home and in institutions)","HUN","Hungary","2016","2016",35702,,
"LTWFFWHC","Formal LTC workers (Head counts)","TOTNURNB","Total nurses (at home and in institutions)","HUN","Hungary","2017","2017",36319,,
"LTWFFWHC","Formal LTC workers (Head counts)","TOTNURNB","Total nurses (at home and in institutions)","HUN","Hungary","2018","2018",32570,,
"LTWFFWHC","Formal LTC workers (Head counts)","TOTNURNB","Total nurses (at home and in institutions)","HUN","Hungary","2019","2019",32499,,
"LTWFFWHC","Formal LTC workers (Head counts)","TOTNURNB","Total nurses (at home and in institutions)","HUN","Hungary","2020","2020",33252,,
"LTWFFWHC","Formal LTC workers (Head counts)","TOTNURNB","Total nurses (at home and in institutions)","HUN","Hungary","2021","2021",33657,,
"LTWFFWHC","Formal LTC workers (Head counts)","TOTNURNB","Total nurses (at home and in institutions)","JPN","Japan","2010","2010",239886,,
"LTWFFWHC","Formal LTC workers (Head counts)","TOTNURNB","Total nurses (at home and in institutions)","JPN","Japan","2011","2011",249238,,
"LTWFFWHC","Formal LTC workers (Head counts)","TOTNURNB","Total nurses (at home and in institutions)","JPN","Japan","2012","2012",266105,,
"LTWFFWHC","Formal LTC workers (Head counts)","TOTNURNB","Total nurses (at home and in institutions)","JPN","Japan","2013","2013",278643,,
"LTWFFWHC","Formal LTC workers (Head counts)","TOTNURNB","Total nurses (at home and in institutions)","JPN","Japan","2014","2014",294873,,
"LTWFFWHC","Formal LTC workers (Head counts)","TOTNURNB","Total nurses (at home and in institutions)","JPN","Japan","2015","2015",309074,,
"LTWFFWHC","Formal LTC workers (Head counts)","TOTNURNB","Total nurses (at home and in institutions)","JPN","Japan","2016","2016",319957,,
"LTWFFWHC","Formal LTC workers (Head counts)","TOTNURNB","Total nurses (at home and in institutions)","JPN","Japan","2017","2017",335822,,
"LTWFFWHC","Formal LTC workers (Head counts)","TOTNURNB","Total nurses (at home and in institutions)","JPN","Japan","2018","2018",386971,"E; B","Estimated value; Break"
"LTWFFWHC","Formal LTC workers (Head counts)","TOTNURNB","Total nurses (at home and in institutions)","JPN","Japan","2019","2019",399982,"E","Estimated value"
"LTWFFWHC","Formal LTC workers (Head counts)","TOTNURNB","Total nurses (at home and in institutions)","JPN","Japan","2020","2020",405608,"E","Estimated value"
"LTWFFWHC","Formal LTC workers (Head counts)","TOTNURNB","Total nurses (at home and in institutions)","JPN","Japan","2021","2021",415685,"E","Estimated value"
"LTWFFWHC","Formal LTC workers (Head counts)","TOTNURNB","Total nurses (at home and in institutions)","KOR","Korea","2010","2010",7189,,
"LTWFFWHC","Formal LTC workers (Head counts)","TOTNURNB","Total nurses (at home and in institutions)","KOR","Korea","2011","2011",7961,,
"LTWFFWHC","Formal LTC workers (Head counts)","TOTNURNB","Total nurses (at home and in institutions)","KOR","Korea","2012","2012",8527,,
"LTWFFWHC","Formal LTC workers (Head counts)","TOTNURNB","Total nurses (at home and in institutions)","KOR","Korea","2013","2013",9454,,
"LTWFFWHC","Formal LTC workers (Head counts)","TOTNURNB","Total nurses (at home and in institutions)","KOR","Korea","2014","2014",10164,,
"LTWFFWHC","Formal LTC workers (Head counts)","TOTNURNB","Total nurses (at home and in institutions)","KOR","Korea","2015","2015",10739,,
"LTWFFWHC","Formal LTC workers (Head counts)","TOTNURNB","Total nurses (at home and in institutions)","KOR","Korea","2016","2016",11620,,
"LTWFFWHC","Formal LTC workers (Head counts)","TOTNURNB","Total nurses (at home and in institutions)","KOR","Korea","2017","2017",12458,,
"LTWFFWHC","Formal LTC workers (Head counts)","TOTNURNB","Total nurses (at home and in institutions)","KOR","Korea","2018","2018",13458,,
"LTWFFWHC","Formal LTC workers (Head counts)","TOTNURNB","Total nurses (at home and in institutions)","KOR","Korea","2019","2019",15219,,
"LTWFFWHC","Formal LTC workers (Head counts)","TOTNURNB","Total nurses (at home and in institutions)","KOR","Korea","2020","2020",16683,,
"LTWFFWHC","Formal LTC workers (Head counts)","TOTNURNB","Total nurses (at home and in institutions)","KOR","Korea","2021","2021",17761,,
"LTWFFWHC","Formal LTC workers (Head counts)","TOTNURNB","Total nurses (at home and in institutions)","LUX","Luxembourg","2010","2010",1381.1,"E","Estimated value"
"LTWFFWHC","Formal LTC workers (Head counts)","TOTNURNB","Total nurses (at home and in institutions)","LUX","Luxembourg","2011","2011",1501.2,"E","Estimated value"
"LTWFFWHC","Formal LTC workers (Head counts)","TOTNURNB","Total nurses (at home and in institutions)","LUX","Luxembourg","2012","2012",1586,"E","Estimated value"
"LTWFFWHC","Formal LTC workers (Head counts)","TOTNURNB","Total nurses (at home and in institutions)","LUX","Luxembourg","2013","2013",1703.4,"E","Estimated value"
"LTWFFWHC","Formal LTC workers (Head counts)","TOTNURNB","Total nurses (at home and in institutions)","LUX","Luxembourg","2014","2014",1826.9,"E","Estimated value"
"LTWFFWHC","Formal LTC workers (Head counts)","TOTNURNB","Total nurses (at home and in institutions)","LUX","Luxembourg","2015","2015",1819.8,"E","Estimated value"
"LTWFFWHC","Formal LTC workers (Head counts)","TOTNURNB","Total nurses (at home and in institutions)","LUX","Luxembourg","2016","2016",1800.9,"E","Estimated value"
"LTWFFWHC","Formal LTC workers (Head counts)","TOTNURNB","Total nurses (at home and in institutions)","LUX","Luxembourg","2017","2017",1703.8,"E","Estimated value"
"LTWFFWHC","Formal LTC workers (Head counts)","TOTNURNB","Total nurses (at home and in institutions)","LUX","Luxembourg","2018","2018",1840.6,"E","Estimated value"
"LTWFFWHC","Formal LTC workers (Head counts)","TOTNURNB","Total nurses (at home and in institutions)","LUX","Luxembourg","2019","2019",1949.5,"E","Estimated value"
"LTWFFWHC","Formal LTC workers (Head counts)","TOTNURNB","Total nurses (at home and in institutions)","LUX","Luxembourg","2020","2020",2073.2,"E","Estimated value"
"LTWFFWHC","Formal LTC workers (Head counts)","TOTNURNB","Total nurses (at home and in institutions)","LUX","Luxembourg","2021","2021",2309.7,"E","Estimated value"
"LTWFFWHC","Formal LTC workers (Head counts)","TOTNURNB","Total nurses (at home and in institutions)","NLD","Netherlands","2010","2010",64000,"E","Estimated value"
"LTWFFWHC","Formal LTC workers (Head counts)","TOTNURNB","Total nurses (at home and in institutions)","NLD","Netherlands","2011","2011",64000,"E","Estimated value"
"LTWFFWHC","Formal LTC workers (Head counts)","TOTNURNB","Total nurses (at home and in institutions)","NLD","Netherlands","2012","2012",55000,"E; B","Estimated value; Break"
"LTWFFWHC","Formal LTC workers (Head counts)","TOTNURNB","Total nurses (at home and in institutions)","NLD","Netherlands","2013","2013",53000,"E","Estimated value"
"LTWFFWHC","Formal LTC workers (Head counts)","TOTNURNB","Total nurses (at home and in institutions)","NLD","Netherlands","2014","2014",56000,"E","Estimated value"
"LTWFFWHC","Formal LTC workers (Head counts)","TOTNURNB","Total nurses (at home and in institutions)","NLD","Netherlands","2015","2015",59000,"E","Estimated value"
"LTWFFWHC","Formal LTC workers (Head counts)","TOTNURNB","Total nurses (at home and in institutions)","NLD","Netherlands","2016","2016",67000,"E","Estimated value"
"LTWFFWHC","Formal LTC workers (Head counts)","TOTNURNB","Total nurses (at home and in institutions)","NLD","Netherlands","2017","2017",61000,"E","Estimated value"
"LTWFFWHC","Formal LTC workers (Head counts)","TOTNURNB","Total nurses (at home and in institutions)","NLD","Netherlands","2018","2018",74000,"E","Estimated value"
"LTWFFWHC","Formal LTC workers (Head counts)","TOTNURNB","Total nurses (at home and in institutions)","NLD","Netherlands","2019","2019",74000,"E","Estimated value"
"LTWFFWHC","Formal LTC workers (Head counts)","TOTNURNB","Total nurses (at home and in institutions)","NLD","Netherlands","2020","2020",72000,"E","Estimated value"
"LTWFFWHC","Formal LTC workers (Head counts)","TOTNURNB","Total nurses (at home and in institutions)","NLD","Netherlands","2021","2021",77000,"E","Estimated value"
"LTWFFWHC","Formal LTC workers (Head counts)","TOTNURNB","Total nurses (at home and in institutions)","NZL","New Zealand","2018","2018",4759,,
"LTWFFWHC","Formal LTC workers (Head counts)","TOTNURNB","Total nurses (at home and in institutions)","NOR","Norway","2010","2010",28526,,
"LTWFFWHC","Formal LTC workers (Head counts)","TOTNURNB","Total nurses (at home and in institutions)","NOR","Norway","2011","2011",29721,,
"LTWFFWHC","Formal LTC workers (Head counts)","TOTNURNB","Total nurses (at home and in institutions)","NOR","Norway","2012","2012",31020,,
"LTWFFWHC","Formal LTC workers (Head counts)","TOTNURNB","Total nurses (at home and in institutions)","NOR","Norway","2013","2013",31911,,
"LTWFFWHC","Formal LTC workers (Head counts)","TOTNURNB","Total nurses (at home and in institutions)","NOR","Norway","2014","2014",32704,,
"LTWFFWHC","Formal LTC workers (Head counts)","TOTNURNB","Total nurses (at home and in institutions)","NOR","Norway","2015","2015",33470,,
"LTWFFWHC","Formal LTC workers (Head counts)","TOTNURNB","Total nurses (at home and in institutions)","NOR","Norway","2016","2016",34115,,
"LTWFFWHC","Formal LTC workers (Head counts)","TOTNURNB","Total nurses (at home and in institutions)","NOR","Norway","2017","2017",35203,,
"LTWFFWHC","Formal LTC workers (Head counts)","TOTNURNB","Total nurses (at home and in institutions)","NOR","Norway","2018","2018",35449,,
"LTWFFWHC","Formal LTC workers (Head counts)","TOTNURNB","Total nurses (at home and in institutions)","NOR","Norway","2019","2019",36180,,
"LTWFFWHC","Formal LTC workers (Head counts)","TOTNURNB","Total nurses (at home and in institutions)","NOR","Norway","2020","2020",36244,,
"LTWFFWHC","Formal LTC workers (Head counts)","TOTNURNB","Total nurses (at home and in institutions)","NOR","Norway","2021","2021",36052,,
"LTWFFWHC","Formal LTC workers (Head counts)","TOTNURNB","Total nurses (at home and in institutions)","NOR","Norway","2022","2022",36057,,
"LTWFFWHC","Formal LTC workers (Head counts)","TOTNURNB","Total nurses (at home and in institutions)","PRT","Portugal","2012","2012",3634,,
"LTWFFWHC","Formal LTC workers (Head counts)","TOTNURNB","Total nurses (at home and in institutions)","PRT","Portugal","2013","2013",3957,,
"LTWFFWHC","Formal LTC workers (Head counts)","TOTNURNB","Total nurses (at home and in institutions)","PRT","Portugal","2014","2014",4708,,
"LTWFFWHC","Formal LTC workers (Head counts)","TOTNURNB","Total nurses (at home and in institutions)","PRT","Portugal","2015","2015",5164,,
"LTWFFWHC","Formal LTC workers (Head counts)","TOTNURNB","Total nurses (at home and in institutions)","PRT","Portugal","2016","2016",5899,,
"LTWFFWHC","Formal LTC workers (Head counts)","TOTNURNB","Total nurses (at home and in institutions)","PRT","Portugal","2017","2017",5232,,
"LTWFFWHC","Formal LTC workers (Head counts)","TOTNURNB","Total nurses (at home and in institutions)","PRT","Portugal","2018","2018",5562,,
"LTWFFWHC","Formal LTC workers (Head counts)","TOTNURNB","Total nurses (at home and in institutions)","PRT","Portugal","2019","2019",6454,,
"LTWFFWHC","Formal LTC workers (Head counts)","TOTNURNB","Total nurses (at home and in institutions)","PRT","Portugal","2020","2020",5878,,
"LTWFFWHC","Formal LTC workers (Head counts)","TOTNURNB","Total nurses (at home and in institutions)","PRT","Portugal","2021","2021",6180,,
"LTWFFWHC","Formal LTC workers (Head counts)","TOTNURNB","Total nurses (at home and in institutions)","PRT","Portugal","2022","2022",6574,,
"LTWFFWHC","Formal LTC workers (Head counts)","TOTNURNB","Total nurses (at home and in institutions)","SVK","Slovak Republic","2016","2016",1631,,
"LTWFFWHC","Formal LTC workers (Head counts)","TOTNURNB","Total nurses (at home and in institutions)","SVK","Slovak Republic","2017","2017",1357,,
"LTWFFWHC","Formal LTC workers (Head counts)","TOTNURNB","Total nurses (at home and in institutions)","SVK","Slovak Republic","2018","2018",1290,"B","Break"
"LTWFFWHC","Formal LTC workers (Head counts)","TOTNURNB","Total nurses (at home and in institutions)","SVK","Slovak Republic","2019","2019",1214,,
"LTWFFWHC","Formal LTC workers (Head counts)","TOTNURNB","Total nurses (at home and in institutions)","SVK","Slovak Republic","2020","2020",1247,"E","Estimated value"
"LTWFFWHC","Formal LTC workers (Head counts)","TOTNURNB","Total nurses (at home and in institutions)","SVK","Slovak Republic","2021","2021",1404,,
"LTWFFWHC","Formal LTC workers (Head counts)","TOTNURNB","Total nurses (at home and in institutions)","SVK","Slovak Republic","2022","2022",2405,"B","Break"
"LTWFFWHC","Formal LTC workers (Head counts)","TOTNURNB","Total nurses (at home and in institutions)","SWE","Sweden","2010","2010",12012,,
"LTWFFWHC","Formal LTC workers (Head counts)","TOTNURNB","Total nurses (at home and in institutions)","SWE","Sweden","2011","2011",12128,,
"LTWFFWHC","Formal LTC workers (Head counts)","TOTNURNB","Total nurses (at home and in institutions)","SWE","Sweden","2012","2012",12328,,
"LTWFFWHC","Formal LTC workers (Head counts)","TOTNURNB","Total nurses (at home and in institutions)","SWE","Sweden","2013","2013",13054,,
"LTWFFWHC","Formal LTC workers (Head counts)","TOTNURNB","Total nurses (at home and in institutions)","SWE","Sweden","2014","2014",13455,,
"LTWFFWHC","Formal LTC workers (Head counts)","TOTNURNB","Total nurses (at home and in institutions)","SWE","Sweden","2015","2015",13562,,
"LTWFFWHC","Formal LTC workers (Head counts)","TOTNURNB","Total nurses (at home and in institutions)","SWE","Sweden","2016","2016",13556,,
"LTWFFWHC","Formal LTC workers (Head counts)","TOTNURNB","Total nurses (at home and in institutions)","SWE","Sweden","2017","2017",13662,,
"LTWFFWHC","Formal LTC workers (Head counts)","TOTNURNB","Total nurses (at home and in institutions)","SWE","Sweden","2018","2018",13744,,
"LTWFFWHC","Formal LTC workers (Head counts)","TOTNURNB","Total nurses (at home and in institutions)","SWE","Sweden","2019","2019",13833,,
"LTWFFWHC","Formal LTC workers (Head counts)","TOTNURNB","Total nurses (at home and in institutions)","SWE","Sweden","2020","2020",13523,,
"LTWFFWHC","Formal LTC workers (Head counts)","TOTNURNB","Total nurses (at home and in institutions)","SWE","Sweden","2021","2021",13675,,
"LTWFFWHC","Formal LTC workers (Head counts)","TOTNURNB","Total nurses (at home and in institutions)","CHE","Switzerland","2010","2010",56067,"B","Break"
"LTWFFWHC","Formal LTC workers (Head counts)","TOTNURNB","Total nurses (at home and in institutions)","CHE","Switzerland","2011","2011",59318,,
"LTWFFWHC","Formal LTC workers (Head counts)","TOTNURNB","Total nurses (at home and in institutions)","CHE","Switzerland","2012","2012",62431,,
"LTWFFWHC","Formal LTC workers (Head counts)","TOTNURNB","Total nurses (at home and in institutions)","CHE","Switzerland","2013","2013",64073,,
"LTWFFWHC","Formal LTC workers (Head counts)","TOTNURNB","Total nurses (at home and in institutions)","CHE","Switzerland","2014","2014",65862,,
"LTWFFWHC","Formal LTC workers (Head counts)","TOTNURNB","Total nurses (at home and in institutions)","CHE","Switzerland","2015","2015",68521,,
"LTWFFWHC","Formal LTC workers (Head counts)","TOTNURNB","Total nurses (at home and in institutions)","CHE","Switzerland","2016","2016",71656,,
"LTWFFWHC","Formal LTC workers (Head counts)","TOTNURNB","Total nurses (at home and in institutions)","CHE","Switzerland","2017","2017",74597,,
"LTWFFWHC","Formal LTC workers (Head counts)","TOTNURNB","Total nurses (at home and in institutions)","CHE","Switzerland","2018","2018",77270,,
"LTWFFWHC","Formal LTC workers (Head counts)","TOTNURNB","Total nurses (at home and in institutions)","CHE","Switzerland","2019","2019",79759,,
"LTWFFWHC","Formal LTC workers (Head counts)","TOTNURNB","Total nurses (at home and in institutions)","CHE","Switzerland","2020","2020",82051,,
"LTWFFWHC","Formal LTC workers (Head counts)","TOTNURNB","Total nurses (at home and in institutions)","CHE","Switzerland","2021","2021",82928,,
"LTWFFWHC","Formal LTC workers (Head counts)","TOTNURNB","Total nurses (at home and in institutions)","USA","United States","2010","2010",584522,,
"LTWFFWHC","Formal LTC workers (Head counts)","TOTNURNB","Total nurses (at home and in institutions)","USA","United States","2011","2011",593241,,
"LTWFFWHC","Formal LTC workers (Head counts)","TOTNURNB","Total nurses (at home and in institutions)","USA","United States","2012","2012",632116,,
"LTWFFWHC","Formal LTC workers (Head counts)","TOTNURNB","Total nurses (at home and in institutions)","USA","United States","2013","2013",678527,,
"LTWFFWHC","Formal LTC workers (Head counts)","TOTNURNB","Total nurses (at home and in institutions)","USA","United States","2014","2014",787351,,
"LTWFFWHC","Formal LTC workers (Head counts)","TOTNURNB","Total nurses (at home and in institutions)","USA","United States","2015","2015",791627,,
"LTWFFWHC","Formal LTC workers (Head counts)","TOTNURNB","Total nurses (at home and in institutions)","USA","United States","2016","2016",778547,,
"LTWFFWHC","Formal LTC workers (Head counts)","TOTNURNB","Total nurses (at home and in institutions)","USA","United States","2017","2017",791446,,
"LTWFFWHC","Formal LTC workers (Head counts)","TOTNURNB","Total nurses (at home and in institutions)","USA","United States","2018","2018",798716,,
"LTWFFWHC","Formal LTC workers (Head counts)","TOTNURNB","Total nurses (at home and in institutions)","USA","United States","2019","2019",742521,,
"LTWFFWHC","Formal LTC workers (Head counts)","TOTNURNB","Total nurses (at home and in institutions)","USA","United States","2020","2020",665670,,
"LTWFFWHC","Formal LTC workers (Head counts)","TOTNURNB","Total nurses (at home and in institutions)","USA","United States","2021","2021",645061,,
"LTWFFWHC","Formal LTC workers (Head counts)","TOTNURNB","Total nurses (at home and in institutions)","EST","Estonia","2010","2010",370,,
"LTWFFWHC","Formal LTC workers (Head counts)","TOTNURNB","Total nurses (at home and in institutions)","EST","Estonia","2011","2011",467,,
"LTWFFWHC","Formal LTC workers (Head counts)","TOTNURNB","Total nurses (at home and in institutions)","EST","Estonia","2012","2012",434,,
"LTWFFWHC","Formal LTC workers (Head counts)","TOTNURNB","Total nurses (at home and in institutions)","EST","Estonia","2013","2013",609,"B","Break"
"LTWFFWHC","Formal LTC workers (Head counts)","TOTNURNB","Total nurses (at home and in institutions)","EST","Estonia","2014","2014",619,,
"LTWFFWHC","Formal LTC workers (Head counts)","TOTNURNB","Total nurses (at home and in institutions)","EST","Estonia","2015","2015",617,,
"LTWFFWHC","Formal LTC workers (Head counts)","TOTNURNB","Total nurses (at home and in institutions)","EST","Estonia","2016","2016",635,,
"LTWFFWHC","Formal LTC workers (Head counts)","TOTNURNB","Total nurses (at home and in institutions)","EST","Estonia","2017","2017",645,,
"LTWFFWHC","Formal LTC workers (Head counts)","TOTNURNB","Total nurses (at home and in institutions)","EST","Estonia","2018","2018",681,,
"LTWFFWHC","Formal LTC workers (Head counts)","TOTNURNB","Total nurses (at home and in institutions)","EST","Estonia","2019","2019",666,,
"LTWFFWHC","Formal LTC workers (Head counts)","TOTNURNB","Total nurses (at home and in institutions)","EST","Estonia","2020","2020",783,,
"LTWFFWHC","Formal LTC workers (Head counts)","TOTNURNB","Total nurses (at home and in institutions)","EST","Estonia","2021","2021",786,,
"LTWFFWHC","Formal LTC workers (Head counts)","TOTNURNB","Total nurses (at home and in institutions)","ISR","Israel","2010","2010",1290,,
"LTWFFWHC","Formal LTC workers (Head counts)","TOTNURNB","Total nurses (at home and in institutions)","ISR","Israel","2011","2011",1500,,
"LTWFFWHC","Formal LTC workers (Head counts)","TOTNURNB","Total nurses (at home and in institutions)","ISR","Israel","2012","2012",2170,"B","Break"
"LTWFFWHC","Formal LTC workers (Head counts)","TOTNURNB","Total nurses (at home and in institutions)","ISR","Israel","2013","2013",2700,"B","Break"
"LTWFFWHC","Formal LTC workers (Head counts)","TOTNURNB","Total nurses (at home and in institutions)","ISR","Israel","2014","2014",3500,,
"LTWFFWHC","Formal LTC workers (Head counts)","TOTNURNB","Total nurses (at home and in institutions)","ISR","Israel","2015","2015",3700,,
"LTWFFWHC","Formal LTC workers (Head counts)","TOTNURNB","Total nurses (at home and in institutions)","ISR","Israel","2016","2016",4100,,
"LTWFFWHC","Formal LTC workers (Head counts)","TOTNURNB","Total nurses (at home and in institutions)","ISR","Israel","2017","2017",4500,,
"LTWFFWHC","Formal LTC workers (Head counts)","TOTNURNB","Total nurses (at home and in institutions)","ISR","Israel","2018","2018",4100,,
"LTWFFWHC","Formal LTC workers (Head counts)","TOTNURNB","Total nurses (at home and in institutions)","ISR","Israel","2019","2019",4100,,
"LTWFFWHC","Formal LTC workers (Head counts)","TOTNURNB","Total nurses (at home and in institutions)","ISR","Israel","2020","2020",2400,,
"LTWFFWHC","Formal LTC workers (Head counts)","TOTNURNB","Total nurses (at home and in institutions)","ISR","Israel","2021","2021",4300,,
"LTWFFWHC","Formal LTC workers (Head counts)","TOTNURNB","Total nurses (at home and in institutions)","ISR","Israel","2022","2022",4000,,
