"VAR","Variable","UNIT","Measure","COU","Country","YEA","Year","Value","Flag Codes","Flags"
"BODYOVSR","Overweight population, self-reported","PERMANTH","% of males","CAN","Canada","2014","2014",39,,
"BODYOVSR","Overweight population, self-reported","PERMANTH","% of males","CAN","Canada","2015","2015",39,"B","Break"
"BODYOVSR","Overweight population, self-reported","PERMANTH","% of males","CAN","Canada","2016","2016",39.1,,
"BODYOVSR","Overweight population, self-reported","PERMANTH","% of males","CAN","Canada","2017","2017",40.2,,
"BODYOVSR","Overweight population, self-reported","PERMANTH","% of males","CAN","Canada","2018","2018",40.2,,
"BODYOVSR","Overweight population, self-reported","PERMANTH","% of males","CAN","Canada","2019","2019",39.3,,
"BODYOVSR","Overweight population, self-reported","PERMANTH","% of males","CAN","Canada","2020","2020",39.1,,
"BODYOVSR","Overweight population, self-reported","PERMANTH","% of males","CAN","Canada","2021","2021",38.9,,
"BODYOVSR","Overweight population, self-reported","TOTPOPTX","% of total population","CAN","Canada","2010","2010",33.2,,
"BODYOVSR","Overweight population, self-reported","TOTPOPTX","% of total population","CAN","Canada","2011","2011",32.8,,
"BODYOVSR","Overweight population, self-reported","TOTPOPTX","% of total population","CAN","Canada","2012","2012",33.2,,
"BODYOVSR","Overweight population, self-reported","TOTPOPTX","% of total population","CAN","Canada","2013","2013",33.9,,
"BODYOVSR","Overweight population, self-reported","TOTPOPTX","% of total population","CAN","Canada","2014","2014",32.9,,
"BODYOVSR","Overweight population, self-reported","TOTPOPTX","% of total population","CAN","Canada","2015","2015",33.1,"B","Break"
"BODYOVSR","Overweight population, self-reported","TOTPOPTX","% of total population","CAN","Canada","2016","2016",33.4,,
"BODYOVSR","Overweight population, self-reported","TOTPOPTX","% of total population","CAN","Canada","2017","2017",34,,
"BODYOVSR","Overweight population, self-reported","TOTPOPTX","% of total population","CAN","Canada","2018","2018",34,,
"BODYOVSR","Overweight population, self-reported","TOTPOPTX","% of total population","CAN","Canada","2019","2019",33.8,,
"BODYOVSR","Overweight population, self-reported","TOTPOPTX","% of total population","CAN","Canada","2020","2020",33.4,,
"BODYOVSR","Overweight population, self-reported","TOTPOPTX","% of total population","CAN","Canada","2021","2021",33.8,,
"BODYOVSR","Overweight population, self-reported","PERWOMTF","% of females","CZE","Czech Republic","2014","2014",30,,
"BODYOVSR","Overweight population, self-reported","PERWOMTF","% of females","CZE","Czech Republic","2019","2019",31.8,,
"BODYOVSR","Overweight population, self-reported","PERMANTH","% of males","CZE","Czech Republic","2014","2014",43.9,,
"BODYOVSR","Overweight population, self-reported","PERMANTH","% of males","CZE","Czech Republic","2019","2019",46.8,,
"BODYOVSR","Overweight population, self-reported","TOTPOPTX","% of total population","CZE","Czech Republic","2014","2014",36.7,,
"BODYOVSR","Overweight population, self-reported","TOTPOPTX","% of total population","CZE","Czech Republic","2019","2019",39.1,,
"BODYOVSR","Overweight population, self-reported","PERWOMTF","% of females","DNK","Denmark","2010","2010",26.3,,
"BODYOVSR","Overweight population, self-reported","PERWOMTF","% of females","DNK","Denmark","2013","2013",26.7,,
"BODYOVSR","Overweight population, self-reported","PERWOMTF","% of females","DNK","Denmark","2017","2017",27.8,,
"BODYOVSR","Overweight population, self-reported","PERWOMTF","% of females","DNK","Denmark","2021","2021",27.8,,
"BODYOVSR","Overweight population, self-reported","PERMANTH","% of males","DNK","Denmark","2010","2010",40.5,,
"BODYOVSR","Overweight population, self-reported","PERMANTH","% of males","DNK","Denmark","2013","2013",40,,
"BODYOVSR","Overweight population, self-reported","PERMANTH","% of males","DNK","Denmark","2017","2017",40.6,,
"BODYOVSR","Overweight population, self-reported","PERMANTH","% of males","DNK","Denmark","2021","2021",40.5,,
"BODYOVSR","Overweight population, self-reported","TOTPOPTX","% of total population","DNK","Denmark","2010","2010",33.3,,
"BODYOVSR","Overweight population, self-reported","TOTPOPTX","% of total population","DNK","Denmark","2013","2013",33.3,,
"BODYOVSR","Overweight population, self-reported","TOTPOPTX","% of total population","DNK","Denmark","2017","2017",34.2,,
"BODYOVSR","Overweight population, self-reported","TOTPOPTX","% of total population","DNK","Denmark","2021","2021",34.1,,
"BODYOVSR","Overweight population, self-reported","PERWOMTF","% of females","FIN","Finland","2010","2010",27.7,,
"BODYOVSR","Overweight population, self-reported","PERWOMTF","% of females","FIN","Finland","2011","2011",27.7,,
"BODYOVSR","Overweight population, self-reported","PERWOMTF","% of females","FIN","Finland","2012","2012",27.4,,
"BODYOVSR","Overweight population, self-reported","PERWOMTF","% of females","FIN","Finland","2013","2013",29.1,,
"BODYOVSR","Overweight population, self-reported","PERWOMTF","% of females","FIN","Finland","2014","2014",27.5,,
"BODYOVSR","Overweight population, self-reported","PERWOMTF","% of females","FIN","Finland","2015","2015",31.4,"D","Difference in methodology"
"BODYOVSR","Overweight population, self-reported","PERWOMTF","% of females","FIN","Finland","2016","2016",31,"D","Difference in methodology"
"BODYOVSR","Overweight population, self-reported","PERWOMTF","% of females","FIN","Finland","2017","2017",30,"D","Difference in methodology"
"BODYOVSR","Overweight population, self-reported","PERWOMTF","% of females","FIN","Finland","2018","2018",29,"D","Difference in methodology"
"BODYOVSR","Overweight population, self-reported","PERWOMTF","% of females","FIN","Finland","2019","2019",31,,
"BODYOVSR","Overweight population, self-reported","PERWOMTF","% of females","FIN","Finland","2020","2020",30,"D","Difference in methodology"
"BODYOVSR","Overweight population, self-reported","PERMANTH","% of males","FIN","Finland","2010","2010",42.2,,
"BODYOVSR","Overweight population, self-reported","PERMANTH","% of males","FIN","Finland","2011","2011",42.6,,
"BODYOVSR","Overweight population, self-reported","PERMANTH","% of males","FIN","Finland","2012","2012",41.7,,
"BODYOVSR","Overweight population, self-reported","PERMANTH","% of males","FIN","Finland","2013","2013",40.9,,
"BODYOVSR","Overweight population, self-reported","PERMANTH","% of males","FIN","Finland","2014","2014",42.2,,
"BODYOVSR","Overweight population, self-reported","PERMANTH","% of males","FIN","Finland","2015","2015",43.5,"D","Difference in methodology"
"BODYOVSR","Overweight population, self-reported","PERMANTH","% of males","FIN","Finland","2016","2016",43,"D","Difference in methodology"
"BODYOVSR","Overweight population, self-reported","PERMANTH","% of males","FIN","Finland","2017","2017",45,"D","Difference in methodology"
"BODYOVSR","Overweight population, self-reported","PERMANTH","% of males","FIN","Finland","2018","2018",42,"D","Difference in methodology"
"BODYOVSR","Overweight population, self-reported","PERMANTH","% of males","FIN","Finland","2019","2019",42,,
"BODYOVSR","Overweight population, self-reported","PERMANTH","% of males","FIN","Finland","2020","2020",43,"D","Difference in methodology"
"BODYOVSR","Overweight population, self-reported","TOTPOPTX","% of total population","FIN","Finland","2010","2010",34.1,,
"BODYOVSR","Overweight population, self-reported","TOTPOPTX","% of total population","FIN","Finland","2011","2011",34.1,,
"BODYOVSR","Overweight population, self-reported","TOTPOPTX","% of total population","FIN","Finland","2012","2012",33.5,,
"BODYOVSR","Overweight population, self-reported","TOTPOPTX","% of total population","FIN","Finland","2013","2013",34.2,,
"BODYOVSR","Overweight population, self-reported","TOTPOPTX","% of total population","FIN","Finland","2014","2014",33.8,,
"BODYOVSR","Overweight population, self-reported","TOTPOPTX","% of total population","FIN","Finland","2015","2015",37.3,"D","Difference in methodology"
"BODYOVSR","Overweight population, self-reported","TOTPOPTX","% of total population","FIN","Finland","2016","2016",37,"D","Difference in methodology"
"BODYOVSR","Overweight population, self-reported","TOTPOPTX","% of total population","FIN","Finland","2017","2017",38,"D","Difference in methodology"
"BODYOVSR","Overweight population, self-reported","TOTPOPTX","% of total population","FIN","Finland","2018","2018",35,"D","Difference in methodology"
"BODYOVSR","Overweight population, self-reported","TOTPOPTX","% of total population","FIN","Finland","2019","2019",36,,
"BODYOVSR","Overweight population, self-reported","TOTPOPTX","% of total population","FIN","Finland","2020","2020",37,"D","Difference in methodology"
"BODYOVSR","Overweight population, self-reported","PERWOMTF","% of females","FRA","France","2010","2010",23.3,,
"BODYOVSR","Overweight population, self-reported","PERWOMTF","% of females","FRA","France","2012","2012",24.6,,
"BODYOVSR","Overweight population, self-reported","PERWOMTF","% of females","FRA","France","2014","2014",25.1,,
"BODYOVSR","Overweight population, self-reported","PERWOMTF","% of females","FRA","France","2017","2017",25.6,,
"BODYOVSR","Overweight population, self-reported","PERWOMTF","% of females","FRA","France","2019","2019",25.5,,
"BODYOVSR","Overweight population, self-reported","PERMANTH","% of males","FRA","France","2010","2010",37.6,,
"BODYOVSR","Overweight population, self-reported","PERMANTH","% of males","FRA","France","2012","2012",36.1,,
"BODYOVSR","Overweight population, self-reported","PERMANTH","% of males","FRA","France","2014","2014",37,,
"BODYOVSR","Overweight population, self-reported","PERMANTH","% of males","FRA","France","2017","2017",36.2,,
"BODYOVSR","Overweight population, self-reported","PERMANTH","% of males","FRA","France","2019","2019",36.8,,
"BODYOVSR","Overweight population, self-reported","TOTPOPTX","% of total population","FRA","France","2010","2010",29.9,,
"BODYOVSR","Overweight population, self-reported","TOTPOPTX","% of total population","FRA","France","2012","2012",29.9,,
"BODYOVSR","Overweight population, self-reported","TOTPOPTX","% of total population","FRA","France","2014","2014",30.8,,
"BODYOVSR","Overweight population, self-reported","TOTPOPTX","% of total population","FRA","France","2017","2017",30.7,,
"BODYOVSR","Overweight population, self-reported","TOTPOPTX","% of total population","FRA","France","2019","2019",30.9,,
"BODYOVSR","Overweight population, self-reported","PERWOMTF","% of females","DEU","Germany","2013","2013",29.1,,
"BODYOVSR","Overweight population, self-reported","PERWOMTF","% of females","DEU","Germany","2017","2017",28.5,,
"BODYOVSR","Overweight population, self-reported","PERWOMTF","% of females","DEU","Germany","2021","2021",27.9,,
"BODYOVSR","Overweight population, self-reported","PERMANTH","% of males","DEU","Germany","2013","2013",44.4,,
"BODYOVSR","Overweight population, self-reported","PERMANTH","% of males","DEU","Germany","2017","2017",44,,
"BODYOVSR","Overweight population, self-reported","PERMANTH","% of males","DEU","Germany","2021","2021",43.8,,
"BODYOVSR","Overweight population, self-reported","TOTPOPTX","% of total population","DEU","Germany","2013","2013",36.7,,
"BODYOVSR","Overweight population, self-reported","TOTPOPTX","% of total population","DEU","Germany","2017","2017",36.4,,
"BODYOVSR","Overweight population, self-reported","TOTPOPTX","% of total population","DEU","Germany","2021","2021",36,,
"BODYOVSR","Overweight population, self-reported","PERWOMTF","% of females","GRC","Greece","2014","2014",31.7,,
"BODYOVSR","Overweight population, self-reported","PERWOMTF","% of females","GRC","Greece","2019","2019",33.2,,
"BODYOVSR","Overweight population, self-reported","PERMANTH","% of males","GRC","Greece","2014","2014",47.6,,
"BODYOVSR","Overweight population, self-reported","PERMANTH","% of males","GRC","Greece","2019","2019",49.2,,
"BODYOVSR","Overweight population, self-reported","TOTPOPTX","% of total population","GRC","Greece","2014","2014",39.2,,
"BODYOVSR","Overweight population, self-reported","TOTPOPTX","% of total population","GRC","Greece","2019","2019",40.8,,
"BODYOVSR","Overweight population, self-reported","PERWOMTF","% of females","HUN","Hungary","2014","2014",27.8,,
"BODYOVSR","Overweight population, self-reported","PERWOMTF","% of females","HUN","Hungary","2017","2017",30.8,,
"BODYOVSR","Overweight population, self-reported","PERWOMTF","% of females","HUN","Hungary","2019","2019",29.2,,
"BODYOVSR","Overweight population, self-reported","PERMANTH","% of males","HUN","Hungary","2014","2014",39.4,,
"BODYOVSR","Overweight population, self-reported","PERMANTH","% of males","HUN","Hungary","2017","2017",42.5,,
"BODYOVSR","Overweight population, self-reported","PERMANTH","% of males","HUN","Hungary","2019","2019",40.1,,
"BODYOVSR","Overweight population, self-reported","TOTPOPTX","% of total population","HUN","Hungary","2014","2014",33.3,,
"BODYOVSR","Overweight population, self-reported","TOTPOPTX","% of total population","HUN","Hungary","2017","2017",36.3,,
"BODYOVSR","Overweight population, self-reported","TOTPOPTX","% of total population","HUN","Hungary","2019","2019",34.3,,
"BODYOVSR","Overweight population, self-reported","PERWOMTF","% of females","ISL","Iceland","2010","2010",31.1,,
"BODYOVSR","Overweight population, self-reported","PERWOMTF","% of females","ISL","Iceland","2012","2012",33.5,,
"BODYOVSR","Overweight population, self-reported","PERWOMTF","% of females","ISL","Iceland","2015","2015",29.1,"B","Break"
"BODYOVSR","Overweight population, self-reported","PERWOMTF","% of females","ISL","Iceland","2019","2019",30.5,,
"BODYOVSR","Overweight population, self-reported","PERMANTH","% of males","ISL","Iceland","2010","2010",44,,
"BODYOVSR","Overweight population, self-reported","PERMANTH","% of males","ISL","Iceland","2012","2012",48.6,,
"BODYOVSR","Overweight population, self-reported","PERMANTH","% of males","ISL","Iceland","2015","2015",45,"B","Break"
"BODYOVSR","Overweight population, self-reported","PERMANTH","% of males","ISL","Iceland","2019","2019",44.7,,
"BODYOVSR","Overweight population, self-reported","TOTPOPTX","% of total population","ISL","Iceland","2010","2010",37.5,,
"BODYOVSR","Overweight population, self-reported","TOTPOPTX","% of total population","ISL","Iceland","2012","2012",41.1,,
"BODYOVSR","Overweight population, self-reported","TOTPOPTX","% of total population","ISL","Iceland","2015","2015",37.2,"B","Break"
"BODYOVSR","Overweight population, self-reported","TOTPOPTX","% of total population","ISL","Iceland","2019","2019",37.2,,
"BODYOVSR","Overweight population, self-reported","PERWOMTF","% of females","IRL","Ireland","2015","2015",29,,
"BODYOVSR","Overweight population, self-reported","PERWOMTF","% of females","IRL","Ireland","2019","2019",24,,
"BODYOVSR","Overweight population, self-reported","PERWOMTF","% of females","IRL","Ireland","2022","2022",30,,
"BODYOVSR","Overweight population, self-reported","PERMANTH","% of males","IRL","Ireland","2015","2015",41,,
"BODYOVSR","Overweight population, self-reported","PERMANTH","% of males","IRL","Ireland","2019","2019",35,,
"BODYOVSR","Overweight population, self-reported","PERMANTH","% of males","IRL","Ireland","2022","2022",40,,
"BODYOVSR","Overweight population, self-reported","TOTPOPTX","% of total population","IRL","Ireland","2015","2015",35,,
"BODYOVSR","Overweight population, self-reported","TOTPOPTX","% of total population","IRL","Ireland","2019","2019",30,,
"BODYOVSR","Overweight population, self-reported","TOTPOPTX","% of total population","IRL","Ireland","2022","2022",35,,
"BODYOVSR","Overweight population, self-reported","PERWOMTF","% of females","ITA","Italy","2010","2010",27.6,,
"BODYOVSR","Overweight population, self-reported","PERWOMTF","% of females","ITA","Italy","2011","2011",26.8,,
"BODYOVSR","Overweight population, self-reported","PERWOMTF","% of females","ITA","Italy","2012","2012",27.6,,
"BODYOVSR","Overweight population, self-reported","PERWOMTF","% of females","ITA","Italy","2013","2013",27.5,,
"BODYOVSR","Overweight population, self-reported","PERWOMTF","% of females","ITA","Italy","2014","2014",28.2,,
"BODYOVSR","Overweight population, self-reported","PERWOMTF","% of females","ITA","Italy","2015","2015",27.3,,
"BODYOVSR","Overweight population, self-reported","PERWOMTF","% of females","ITA","Italy","2016","2016",27.2,,
"BODYOVSR","Overweight population, self-reported","PERWOMTF","% of females","ITA","Italy","2017","2017",28.4,,
"BODYOVSR","Overweight population, self-reported","PERWOMTF","% of females","ITA","Italy","2018","2018",27.9,,
"BODYOVSR","Overweight population, self-reported","PERWOMTF","% of females","ITA","Italy","2019","2019",28.1,,
"BODYOVSR","Overweight population, self-reported","PERWOMTF","% of females","ITA","Italy","2020","2020",28.8,,
"BODYOVSR","Overweight population, self-reported","PERWOMTF","% of females","ITA","Italy","2021","2021",26.8,,
"BODYOVSR","Overweight population, self-reported","PERMANTH","% of males","ITA","Italy","2010","2010",44.3,,
"BODYOVSR","Overweight population, self-reported","PERMANTH","% of males","ITA","Italy","2011","2011",45.5,,
"BODYOVSR","Overweight population, self-reported","PERMANTH","% of males","ITA","Italy","2012","2012",44.2,,
"BODYOVSR","Overweight population, self-reported","PERMANTH","% of males","ITA","Italy","2013","2013",44.1,,
"BODYOVSR","Overweight population, self-reported","PERMANTH","% of males","ITA","Italy","2014","2014",44.8,,
"BODYOVSR","Overweight population, self-reported","PERMANTH","% of males","ITA","Italy","2015","2015",44,,
"BODYOVSR","Overweight population, self-reported","PERMANTH","% of males","ITA","Italy","2016","2016",44.6,,
"BODYOVSR","Overweight population, self-reported","PERMANTH","% of males","ITA","Italy","2017","2017",43,,
"BODYOVSR","Overweight population, self-reported","PERMANTH","% of males","ITA","Italy","2018","2018",43.5,,
"BODYOVSR","Overweight population, self-reported","PERMANTH","% of males","ITA","Italy","2019","2019",43.3,,
"BODYOVSR","Overweight population, self-reported","PERMANTH","% of males","ITA","Italy","2020","2020",43.9,,
"BODYOVSR","Overweight population, self-reported","PERMANTH","% of males","ITA","Italy","2021","2021",42.1,,
"BODYOVSR","Overweight population, self-reported","TOTPOPTX","% of total population","ITA","Italy","2010","2010",35.6,,
"BODYOVSR","Overweight population, self-reported","TOTPOPTX","% of total population","ITA","Italy","2011","2011",35.8,,
"BODYOVSR","Overweight population, self-reported","TOTPOPTX","% of total population","ITA","Italy","2012","2012",35.6,,
"BODYOVSR","Overweight population, self-reported","TOTPOPTX","% of total population","ITA","Italy","2013","2013",35.5,,
"BODYOVSR","Overweight population, self-reported","TOTPOPTX","% of total population","ITA","Italy","2014","2014",36.2,,
"BODYOVSR","Overweight population, self-reported","TOTPOPTX","% of total population","ITA","Italy","2015","2015",35.3,,
"BODYOVSR","Overweight population, self-reported","TOTPOPTX","% of total population","ITA","Italy","2016","2016",35.5,,
"BODYOVSR","Overweight population, self-reported","TOTPOPTX","% of total population","ITA","Italy","2017","2017",35.4,,
"BODYOVSR","Overweight population, self-reported","TOTPOPTX","% of total population","ITA","Italy","2018","2018",35.4,,
"BODYOVSR","Overweight population, self-reported","TOTPOPTX","% of total population","ITA","Italy","2019","2019",35.4,,
"BODYOVSR","Overweight population, self-reported","TOTPOPTX","% of total population","ITA","Italy","2020","2020",36.1,,
"BODYOVSR","Overweight population, self-reported","TOTPOPTX","% of total population","ITA","Italy","2021","2021",34.2,,
"BODYOVSR","Overweight population, self-reported","PERWOMTF","% of females","KOR","Korea","2010","2010",14.9,,
"BODYOVSR","Overweight population, self-reported","PERWOMTF","% of females","KOR","Korea","2011","2011",15.4,,
"BODYOVSR","Overweight population, self-reported","PERWOMTF","% of females","KOR","Korea","2012","2012",16,,
"BODYOVSR","Overweight population, self-reported","PERWOMTF","% of females","KOR","Korea","2013","2013",15.9,,
"BODYOVSR","Overweight population, self-reported","PERWOMTF","% of females","KOR","Korea","2014","2014",16.2,,
"BODYOVSR","Overweight population, self-reported","PERWOMTF","% of females","KOR","Korea","2015","2015",16.7,,
"BODYOVSR","Overweight population, self-reported","PERWOMTF","% of females","KOR","Korea","2016","2016",17.2,,
"BODYOVSR","Overweight population, self-reported","PERWOMTF","% of females","KOR","Korea","2017","2017",17.4,,
"BODYOVSR","Overweight population, self-reported","PERWOMTF","% of females","KOR","Korea","2018","2018",19.4,,
"BODYOVSR","Overweight population, self-reported","PERMANTH","% of males","KOR","Korea","2010","2010",26.2,,
"BODYOVSR","Overweight population, self-reported","PERMANTH","% of males","KOR","Korea","2011","2011",26.9,,
"BODYOVSR","Overweight population, self-reported","PERMANTH","% of males","KOR","Korea","2012","2012",27.7,,
"BODYOVSR","Overweight population, self-reported","PERMANTH","% of males","KOR","Korea","2013","2013",27.9,,
"BODYOVSR","Overweight population, self-reported","PERMANTH","% of males","KOR","Korea","2014","2014",28.5,,
"BODYOVSR","Overweight population, self-reported","PERMANTH","% of males","KOR","Korea","2015","2015",29.7,,
"BODYOVSR","Overweight population, self-reported","PERMANTH","% of males","KOR","Korea","2016","2016",30.9,,
"BODYOVSR","Overweight population, self-reported","PERMANTH","% of males","KOR","Korea","2017","2017",31.2,,
"BODYOVSR","Overweight population, self-reported","PERMANTH","% of males","KOR","Korea","2018","2018",33.2,,
"BODYOVSR","Overweight population, self-reported","TOTPOPTX","% of total population","KOR","Korea","2010","2010",20.6,,
"BODYOVSR","Overweight population, self-reported","TOTPOPTX","% of total population","KOR","Korea","2011","2011",21.2,,
"BODYOVSR","Overweight population, self-reported","TOTPOPTX","% of total population","KOR","Korea","2012","2012",21.9,,
"BODYOVSR","Overweight population, self-reported","TOTPOPTX","% of total population","KOR","Korea","2013","2013",21.9,,
"BODYOVSR","Overweight population, self-reported","TOTPOPTX","% of total population","KOR","Korea","2014","2014",22.4,,
"BODYOVSR","Overweight population, self-reported","TOTPOPTX","% of total population","KOR","Korea","2015","2015",23.3,,
"BODYOVSR","Overweight population, self-reported","TOTPOPTX","% of total population","KOR","Korea","2016","2016",24.1,,
"BODYOVSR","Overweight population, self-reported","TOTPOPTX","% of total population","KOR","Korea","2017","2017",24.3,,
"BODYOVSR","Overweight population, self-reported","TOTPOPTX","% of total population","KOR","Korea","2018","2018",26.3,,
"BODYOVSR","Overweight population, self-reported","PERWOMTF","% of females","LUX","Luxembourg","2014","2014",25.4,"D","Difference in methodology"
"BODYOVSR","Overweight population, self-reported","PERWOMTF","% of females","LUX","Luxembourg","2017","2017",27,"D","Difference in methodology"
"BODYOVSR","Overweight population, self-reported","PERWOMTF","% of females","LUX","Luxembourg","2019","2019",23.8,"D","Difference in methodology"
"BODYOVSR","Overweight population, self-reported","PERMANTH","% of males","LUX","Luxembourg","2014","2014",39.6,"D","Difference in methodology"
"BODYOVSR","Overweight population, self-reported","PERMANTH","% of males","LUX","Luxembourg","2017","2017",39.6,"D","Difference in methodology"
"BODYOVSR","Overweight population, self-reported","PERMANTH","% of males","LUX","Luxembourg","2019","2019",40.1,"D","Difference in methodology"
"BODYOVSR","Overweight population, self-reported","TOTPOPTX","% of total population","LUX","Luxembourg","2014","2014",32.4,"D","Difference in methodology"
"BODYOVSR","Overweight population, self-reported","TOTPOPTX","% of total population","LUX","Luxembourg","2017","2017",33.3,"D","Difference in methodology"
"BODYOVSR","Overweight population, self-reported","TOTPOPTX","% of total population","LUX","Luxembourg","2019","2019",31.9,"D","Difference in methodology"
"BODYOVSR","Overweight population, self-reported","PERWOMTF","% of females","NLD","Netherlands","2010","2010",30.3,,
"BODYOVSR","Overweight population, self-reported","PERWOMTF","% of females","NLD","Netherlands","2011","2011",30.3,,
"BODYOVSR","Overweight population, self-reported","PERWOMTF","% of females","NLD","Netherlands","2012","2012",29.5,,
"BODYOVSR","Overweight population, self-reported","PERWOMTF","% of females","NLD","Netherlands","2013","2013",29,,
"BODYOVSR","Overweight population, self-reported","PERWOMTF","% of females","NLD","Netherlands","2014","2014",29.4,"B","Break"
"BODYOVSR","Overweight population, self-reported","PERWOMTF","% of females","NLD","Netherlands","2015","2015",29.5,,
"BODYOVSR","Overweight population, self-reported","PERWOMTF","% of females","NLD","Netherlands","2016","2016",29.3,,
"BODYOVSR","Overweight population, self-reported","PERWOMTF","% of females","NLD","Netherlands","2017","2017",29.5,,
"BODYOVSR","Overweight population, self-reported","PERWOMTF","% of females","NLD","Netherlands","2018","2018",29.5,,
"BODYOVSR","Overweight population, self-reported","PERWOMTF","% of females","NLD","Netherlands","2019","2019",28.3,,
"BODYOVSR","Overweight population, self-reported","PERWOMTF","% of females","NLD","Netherlands","2020","2020",30.6,,
"BODYOVSR","Overweight population, self-reported","PERWOMTF","% of females","NLD","Netherlands","2021","2021",30,,
"BODYOVSR","Overweight population, self-reported","PERMANTH","% of males","NLD","Netherlands","2010","2010",43.4,,
"BODYOVSR","Overweight population, self-reported","PERMANTH","% of males","NLD","Netherlands","2011","2011",43.3,,
"BODYOVSR","Overweight population, self-reported","PERMANTH","% of males","NLD","Netherlands","2012","2012",42.2,,
"BODYOVSR","Overweight population, self-reported","PERMANTH","% of males","NLD","Netherlands","2013","2013",40,,
"BODYOVSR","Overweight population, self-reported","PERMANTH","% of males","NLD","Netherlands","2014","2014",40.4,"B","Break"
"BODYOVSR","Overweight population, self-reported","PERMANTH","% of males","NLD","Netherlands","2015","2015",39.9,,
"BODYOVSR","Overweight population, self-reported","PERMANTH","% of males","NLD","Netherlands","2016","2016",38.7,,
"BODYOVSR","Overweight population, self-reported","PERMANTH","% of males","NLD","Netherlands","2017","2017",38.3,,
"BODYOVSR","Overweight population, self-reported","PERMANTH","% of males","NLD","Netherlands","2018","2018",38.8,,
"BODYOVSR","Overweight population, self-reported","PERMANTH","% of males","NLD","Netherlands","2019","2019",40.3,,
"BODYOVSR","Overweight population, self-reported","PERMANTH","% of males","NLD","Netherlands","2020","2020",39.5,,
