"VAR","Variable","UNIT","Measure","COU","Country","YEA","Year","Value","Flag Codes","Flags"
"LTCILTIT","LTC recipients in institutions (other than hospitals)","TOTAGENB","Total, all ages","FIN","Finland","2015","2015",64705,,
"LTCILTIT","LTC recipients in institutions (other than hospitals)","TOTAGENB","Total, all ages","FIN","Finland","2016","2016",66140,,
"LTCILTIT","LTC recipients in institutions (other than hospitals)","TOTAGENB","Total, all ages","FIN","Finland","2017","2017",65547,,
"LTCILTIT","LTC recipients in institutions (other than hospitals)","TOTAGENB","Total, all ages","FIN","Finland","2018","2018",65983,,
"LTCILTIT","LTC recipients in institutions (other than hospitals)","TOTAGENB","Total, all ages","FIN","Finland","2019","2019",65287,,
"LTCILTIT","LTC recipients in institutions (other than hospitals)","TOTAGENB","Total, all ages","FIN","Finland","2020","2020",67427,,
"LTCILTIT","LTC recipients in institutions (other than hospitals)","TOTAGENB","Total, all ages","FIN","Finland","2021","2021",63847,,
"LTCILTHT","LTC recipients at home","TOTAGENB","Total, all ages","FIN","Finland","2010","2010",82155,,
"LTCILTHT","LTC recipients at home","TOTAGENB","Total, all ages","FIN","Finland","2011","2011",85405,,
"LTCILTHT","LTC recipients at home","TOTAGENB","Total, all ages","FIN","Finland","2012","2012",84315,,
"LTCILTHT","LTC recipients at home","TOTAGENB","Total, all ages","FIN","Finland","2013","2013",85580,,
"LTCILTHT","LTC recipients at home","TOTAGENB","Total, all ages","FIN","Finland","2014","2014",85215,,
"LTCILTHT","LTC recipients at home","TOTAGENB","Total, all ages","FIN","Finland","2015","2015",85746,,
"LTCILTHT","LTC recipients at home","TOTAGENB","Total, all ages","FIN","Finland","2016","2016",125907,"B","Break"
"LTCILTHT","LTC recipients at home","TOTAGENB","Total, all ages","FIN","Finland","2017","2017",127481,,
"LTCILTHT","LTC recipients at home","TOTAGENB","Total, all ages","FIN","Finland","2018","2018",127437,,
"LTCILTHT","LTC recipients at home","TOTAGENB","Total, all ages","FIN","Finland","2019","2019",128148,,
"LTCILTHT","LTC recipients at home","TOTAGENB","Total, all ages","FIN","Finland","2020","2020",130538,,
"LTCILTHT","LTC recipients at home","TOTAGENB","Total, all ages","FIN","Finland","2021","2021",129553,,
"LTCILTIT","LTC recipients in institutions (other than hospitals)","TOTAGENB","Total, all ages","DEU","Germany","2010","2010",753242,,
"LTCILTIT","LTC recipients in institutions (other than hospitals)","TOTAGENB","Total, all ages","DEU","Germany","2011","2011",759400,,
"LTCILTIT","LTC recipients in institutions (other than hospitals)","TOTAGENB","Total, all ages","DEU","Germany","2012","2012",774929,,
"LTCILTIT","LTC recipients in institutions (other than hospitals)","TOTAGENB","Total, all ages","DEU","Germany","2013","2013",787381,,
"LTCILTIT","LTC recipients in institutions (other than hospitals)","TOTAGENB","Total, all ages","DEU","Germany","2014","2014",799562,,
"LTCILTIT","LTC recipients in institutions (other than hospitals)","TOTAGENB","Total, all ages","DEU","Germany","2015","2015",807949,,
"LTCILTIT","LTC recipients in institutions (other than hospitals)","TOTAGENB","Total, all ages","DEU","Germany","2016","2016",826847,,
"LTCILTIT","LTC recipients in institutions (other than hospitals)","TOTAGENB","Total, all ages","DEU","Germany","2017","2017",833098,,
"LTCILTIT","LTC recipients in institutions (other than hospitals)","TOTAGENB","Total, all ages","DEU","Germany","2018","2018",834820,,
"LTCILTIT","LTC recipients in institutions (other than hospitals)","TOTAGENB","Total, all ages","DEU","Germany","2019","2019",913234,"B","Break"
"LTCILTIT","LTC recipients in institutions (other than hospitals)","TOTAGENB","Total, all ages","DEU","Germany","2020","2020",898595,,
"LTCILTIT","LTC recipients in institutions (other than hospitals)","TOTAGENB","Total, all ages","DEU","Germany","2021","2021",897677,,
"LTCILTHT","LTC recipients at home","TOTAGENB","Total, all ages","DEU","Germany","2010","2010",1677253,,
"LTCILTHT","LTC recipients at home","TOTAGENB","Total, all ages","DEU","Germany","2011","2011",1703833,,
"LTCILTHT","LTC recipients at home","TOTAGENB","Total, all ages","DEU","Germany","2012","2012",1772866,,
"LTCILTHT","LTC recipients at home","TOTAGENB","Total, all ages","DEU","Germany","2013","2013",1853895,,
"LTCILTHT","LTC recipients at home","TOTAGENB","Total, all ages","DEU","Germany","2014","2014",1938698,,
"LTCILTHT","LTC recipients at home","TOTAGENB","Total, all ages","DEU","Germany","2015","2015",2035235,,
"LTCILTHT","LTC recipients at home","TOTAGENB","Total, all ages","DEU","Germany","2016","2016",2110921,,
"LTCILTHT","LTC recipients at home","TOTAGENB","Total, all ages","DEU","Germany","2017","2017",2680483,,
"LTCILTHT","LTC recipients at home","TOTAGENB","Total, all ages","DEU","Germany","2018","2018",3085293,,
"LTCILTHT","LTC recipients at home","TOTAGENB","Total, all ages","DEU","Germany","2019","2019",3338392,"B","Break"
"LTCILTHT","LTC recipients at home","TOTAGENB","Total, all ages","DEU","Germany","2020","2020",3696867,,
"LTCILTHT","LTC recipients at home","TOTAGENB","Total, all ages","DEU","Germany","2021","2021",4001344,,
"LTCILTIT","LTC recipients in institutions (other than hospitals)","TOTAGENB","Total, all ages","GRC","Greece","2018","2018",4463,"D","Difference in methodology"
"LTCILTIT","LTC recipients in institutions (other than hospitals)","TOTAGENB","Total, all ages","GRC","Greece","2019","2019",4428,"D","Difference in methodology"
"LTCILTHT","LTC recipients at home","TOTAGENB","Total, all ages","GRC","Greece","2017","2017",71563,"D","Difference in methodology"
"LTCILTHT","LTC recipients at home","TOTAGENB","Total, all ages","GRC","Greece","2019","2019",70763,"D","Difference in methodology"
"LTCILTHT","LTC recipients at home","TOTAGENB","Total, all ages","GRC","Greece","2020","2020",69663,"D","Difference in methodology"
"LTCILTHT","LTC recipients at home","TOTAGENB","Total, all ages","GRC","Greece","2021","2021",67991,"D","Difference in methodology"
"LTCILTIT","LTC recipients in institutions (other than hospitals)","TOTAGENB","Total, all ages","HUN","Hungary","2010","2010",79053,,
"LTCILTIT","LTC recipients in institutions (other than hospitals)","TOTAGENB","Total, all ages","HUN","Hungary","2011","2011",79445,,
"LTCILTIT","LTC recipients in institutions (other than hospitals)","TOTAGENB","Total, all ages","HUN","Hungary","2012","2012",79416,,
"LTCILTIT","LTC recipients in institutions (other than hospitals)","TOTAGENB","Total, all ages","HUN","Hungary","2013","2013",79791,,
"LTCILTIT","LTC recipients in institutions (other than hospitals)","TOTAGENB","Total, all ages","HUN","Hungary","2014","2014",80243,,
"LTCILTIT","LTC recipients in institutions (other than hospitals)","TOTAGENB","Total, all ages","HUN","Hungary","2015","2015",80822,,
"LTCILTIT","LTC recipients in institutions (other than hospitals)","TOTAGENB","Total, all ages","HUN","Hungary","2016","2016",80166,,
"LTCILTIT","LTC recipients in institutions (other than hospitals)","TOTAGENB","Total, all ages","HUN","Hungary","2017","2017",80219,,
"LTCILTIT","LTC recipients in institutions (other than hospitals)","TOTAGENB","Total, all ages","HUN","Hungary","2018","2018",80211,,
"LTCILTIT","LTC recipients in institutions (other than hospitals)","TOTAGENB","Total, all ages","HUN","Hungary","2019","2019",80128,,
"LTCILTIT","LTC recipients in institutions (other than hospitals)","TOTAGENB","Total, all ages","HUN","Hungary","2020","2020",73045,,
"LTCILTIT","LTC recipients in institutions (other than hospitals)","TOTAGENB","Total, all ages","HUN","Hungary","2021","2021",76174,,
"LTCILTHT","LTC recipients at home","TOTAGENB","Total, all ages","HUN","Hungary","2010","2010",184382,,
"LTCILTHT","LTC recipients at home","TOTAGENB","Total, all ages","HUN","Hungary","2011","2011",200870,,
"LTCILTHT","LTC recipients at home","TOTAGENB","Total, all ages","HUN","Hungary","2012","2012",238640,,
"LTCILTHT","LTC recipients at home","TOTAGENB","Total, all ages","HUN","Hungary","2013","2013",249167,,
"LTCILTHT","LTC recipients at home","TOTAGENB","Total, all ages","HUN","Hungary","2014","2014",258177,,
"LTCILTHT","LTC recipients at home","TOTAGENB","Total, all ages","HUN","Hungary","2015","2015",233405,,
"LTCILTHT","LTC recipients at home","TOTAGENB","Total, all ages","HUN","Hungary","2016","2016",222589,,
"LTCILTHT","LTC recipients at home","TOTAGENB","Total, all ages","HUN","Hungary","2017","2017",216642,,
"LTCILTHT","LTC recipients at home","TOTAGENB","Total, all ages","HUN","Hungary","2018","2018",215613,,
"LTCILTHT","LTC recipients at home","TOTAGENB","Total, all ages","HUN","Hungary","2019","2019",214705,,
"LTCILTHT","LTC recipients at home","TOTAGENB","Total, all ages","HUN","Hungary","2020","2020",208668,,
"LTCILTHT","LTC recipients at home","TOTAGENB","Total, all ages","HUN","Hungary","2021","2021",205547,,
"LTCILTIT","LTC recipients in institutions (other than hospitals)","TOTAGENB","Total, all ages","ISL","Iceland","2010","2010",2342,,
"LTCILTIT","LTC recipients in institutions (other than hospitals)","TOTAGENB","Total, all ages","IRL","Ireland","2010","2010",21048,,
"LTCILTIT","LTC recipients in institutions (other than hospitals)","TOTAGENB","Total, all ages","IRL","Ireland","2011","2011",20770,,
"LTCILTIT","LTC recipients in institutions (other than hospitals)","TOTAGENB","Total, all ages","IRL","Ireland","2012","2012",20038,,
"LTCILTIT","LTC recipients in institutions (other than hospitals)","TOTAGENB","Total, all ages","IRL","Ireland","2013","2013",21652,"B","Break"
"LTCILTIT","LTC recipients in institutions (other than hospitals)","TOTAGENB","Total, all ages","IRL","Ireland","2014","2014",21825,,
"LTCILTIT","LTC recipients in institutions (other than hospitals)","TOTAGENB","Total, all ages","IRL","Ireland","2015","2015",22216,,
"LTCILTIT","LTC recipients in institutions (other than hospitals)","TOTAGENB","Total, all ages","IRL","Ireland","2016","2016",23086,,
"LTCILTIT","LTC recipients in institutions (other than hospitals)","TOTAGENB","Total, all ages","IRL","Ireland","2017","2017",23154,,
"LTCILTIT","LTC recipients in institutions (other than hospitals)","TOTAGENB","Total, all ages","IRL","Ireland","2018","2018",23529,,
"LTCILTIT","LTC recipients in institutions (other than hospitals)","TOTAGENB","Total, all ages","IRL","Ireland","2019","2019",23649,,
"LTCILTIT","LTC recipients in institutions (other than hospitals)","TOTAGENB","Total, all ages","IRL","Ireland","2020","2020",22831,,
"LTCILTIT","LTC recipients in institutions (other than hospitals)","TOTAGENB","Total, all ages","IRL","Ireland","2021","2021",22403,,
"LTCILTIT","LTC recipients in institutions (other than hospitals)","TOTAGENB","Total, all ages","ITA","Italy","2010","2010",330233,"D","Difference in methodology"
"LTCILTIT","LTC recipients in institutions (other than hospitals)","TOTAGENB","Total, all ages","ITA","Italy","2011","2011",340038,"D","Difference in methodology"
"LTCILTIT","LTC recipients in institutions (other than hospitals)","TOTAGENB","Total, all ages","ITA","Italy","2012","2012",350603,"D","Difference in methodology"
"LTCILTIT","LTC recipients in institutions (other than hospitals)","TOTAGENB","Total, all ages","ITA","Italy","2013","2013",371052,"D","Difference in methodology"
"LTCILTIT","LTC recipients in institutions (other than hospitals)","TOTAGENB","Total, all ages","ITA","Italy","2014","2014",378197,"D","Difference in methodology"
"LTCILTIT","LTC recipients in institutions (other than hospitals)","TOTAGENB","Total, all ages","ITA","Italy","2015","2015",385426,"D","Difference in methodology"
"LTCILTIT","LTC recipients in institutions (other than hospitals)","TOTAGENB","Total, all ages","ITA","Italy","2016","2016",379201,"D","Difference in methodology"
"LTCILTIT","LTC recipients in institutions (other than hospitals)","TOTAGENB","Total, all ages","ITA","Italy","2017","2017",396901,"D","Difference in methodology"
"LTCILTIT","LTC recipients in institutions (other than hospitals)","TOTAGENB","Total, all ages","ITA","Italy","2018","2018",443375.2,"B","Break"
"LTCILTIT","LTC recipients in institutions (other than hospitals)","TOTAGENB","Total, all ages","ITA","Italy","2019","2019",451295.6,,
"LTCILTIT","LTC recipients in institutions (other than hospitals)","TOTAGENB","Total, all ages","ITA","Italy","2020","2020",421239.5,,
"LTCILTIT","LTC recipients in institutions (other than hospitals)","TOTAGENB","Total, all ages","ITA","Italy","2021","2021",423876,"P","Provisional value"
"LTCILTHT","LTC recipients at home","TOTAGENB","Total, all ages","ITA","Italy","2010","2010",597151,,
"LTCILTHT","LTC recipients at home","TOTAGENB","Total, all ages","ITA","Italy","2011","2011",605896,,
"LTCILTHT","LTC recipients at home","TOTAGENB","Total, all ages","ITA","Italy","2012","2012",633777,,
"LTCILTHT","LTC recipients at home","TOTAGENB","Total, all ages","ITA","Italy","2013","2013",732780,,
"LTCILTHT","LTC recipients at home","TOTAGENB","Total, all ages","ITA","Italy","2014","2014",838361,,
"LTCILTHT","LTC recipients at home","TOTAGENB","Total, all ages","ITA","Italy","2015","2015",888004,,
"LTCILTHT","LTC recipients at home","TOTAGENB","Total, all ages","ITA","Italy","2016","2016",946812,,
"LTCILTHT","LTC recipients at home","TOTAGENB","Total, all ages","ITA","Italy","2017","2017",1014457,,
"LTCILTHT","LTC recipients at home","TOTAGENB","Total, all ages","ITA","Italy","2018","2018",1008690,,
"LTCILTHT","LTC recipients at home","TOTAGENB","Total, all ages","ITA","Italy","2019","2019",1047223,,
"LTCILTHT","LTC recipients at home","TOTAGENB","Total, all ages","ITA","Italy","2020","2020",1081387,,
"LTCILTHT","LTC recipients at home","TOTAGENB","Total, all ages","ITA","Italy","2021","2021",1170130,,
"LTCILTHT","LTC recipients at home","TOTAGENB","Total, all ages","ITA","Italy","2022","2022",1010091,"P","Provisional value"
"LTCILTIT","LTC recipients in institutions (other than hospitals)","TOTAGENB","Total, all ages","JPN","Japan","2010","2010",851900,,
"LTCILTIT","LTC recipients in institutions (other than hospitals)","TOTAGENB","Total, all ages","JPN","Japan","2011","2011",854900,,
"LTCILTIT","LTC recipients in institutions (other than hospitals)","TOTAGENB","Total, all ages","JPN","Japan","2012","2012",872700,,
"LTCILTIT","LTC recipients in institutions (other than hospitals)","TOTAGENB","Total, all ages","JPN","Japan","2013","2013",894900,,
"LTCILTIT","LTC recipients in institutions (other than hospitals)","TOTAGENB","Total, all ages","JPN","Japan","2014","2014",908400,,
"LTCILTIT","LTC recipients in institutions (other than hospitals)","TOTAGENB","Total, all ages","JPN","Japan","2015","2015",919100,,
"LTCILTIT","LTC recipients in institutions (other than hospitals)","TOTAGENB","Total, all ages","JPN","Japan","2016","2016",931900,,
"LTCILTIT","LTC recipients in institutions (other than hospitals)","TOTAGENB","Total, all ages","JPN","Japan","2017","2017",939900,,
"LTCILTIT","LTC recipients in institutions (other than hospitals)","TOTAGENB","Total, all ages","JPN","Japan","2018","2018",946900,,
"LTCILTIT","LTC recipients in institutions (other than hospitals)","TOTAGENB","Total, all ages","JPN","Japan","2019","2019",957200,,
"LTCILTIT","LTC recipients in institutions (other than hospitals)","TOTAGENB","Total, all ages","JPN","Japan","2020","2020",965800,,
"LTCILTIT","LTC recipients in institutions (other than hospitals)","TOTAGENB","Total, all ages","JPN","Japan","2021","2021",970500,,
"LTCILTIT","LTC recipients in institutions (other than hospitals)","TOTAGENB","Total, all ages","JPN","Japan","2022","2022",970900,,
"LTCILTIT","LTC recipients in institutions (other than hospitals)","TOTAGENB","Total, all ages","KOR","Korea","2010","2010",115274,,
"LTCILTIT","LTC recipients in institutions (other than hospitals)","TOTAGENB","Total, all ages","KOR","Korea","2011","2011",131590,,
"LTCILTIT","LTC recipients in institutions (other than hospitals)","TOTAGENB","Total, all ages","KOR","Korea","2012","2012",145736,,
"LTCILTIT","LTC recipients in institutions (other than hospitals)","TOTAGENB","Total, all ages","KOR","Korea","2013","2013",155868,,
"LTCILTIT","LTC recipients in institutions (other than hospitals)","TOTAGENB","Total, all ages","KOR","Korea","2014","2014",163850,,
"LTCILTIT","LTC recipients in institutions (other than hospitals)","TOTAGENB","Total, all ages","KOR","Korea","2015","2015",175412,,
"LTCILTIT","LTC recipients in institutions (other than hospitals)","TOTAGENB","Total, all ages","KOR","Korea","2016","2016",184549,,
"LTCILTIT","LTC recipients in institutions (other than hospitals)","TOTAGENB","Total, all ages","KOR","Korea","2017","2017",196210,,
"LTCILTIT","LTC recipients in institutions (other than hospitals)","TOTAGENB","Total, all ages","KOR","Korea","2018","2018",209518,,
"LTCILTIT","LTC recipients in institutions (other than hospitals)","TOTAGENB","Total, all ages","KOR","Korea","2019","2019",218240,,
"LTCILTIT","LTC recipients in institutions (other than hospitals)","TOTAGENB","Total, all ages","KOR","Korea","2020","2020",221667,,
"LTCILTIT","LTC recipients in institutions (other than hospitals)","TOTAGENB","Total, all ages","KOR","Korea","2021","2021",230170,,
"LTCILTHT","LTC recipients at home","TOTAGENB","Total, all ages","KOR","Korea","2010","2010",266048,,
"LTCILTHT","LTC recipients at home","TOTAGENB","Total, all ages","KOR","Korea","2011","2011",252763,,
"LTCILTHT","LTC recipients at home","TOTAGENB","Total, all ages","KOR","Korea","2012","2012",249204,,
"LTCILTHT","LTC recipients at home","TOTAGENB","Total, all ages","KOR","Korea","2013","2013",271881,,
"LTCILTHT","LTC recipients at home","TOTAGENB","Total, all ages","KOR","Korea","2014","2014",298190,,
"LTCILTHT","LTC recipients at home","TOTAGENB","Total, all ages","KOR","Korea","2015","2015",330695,,
"LTCILTHT","LTC recipients at home","TOTAGENB","Total, all ages","KOR","Korea","2016","2016",366920,,
"LTCILTHT","LTC recipients at home","TOTAGENB","Total, all ages","KOR","Korea","2017","2017",417494,,
"LTCILTHT","LTC recipients at home","TOTAGENB","Total, all ages","KOR","Korea","2018","2018",477673,,
"LTCILTHT","LTC recipients at home","TOTAGENB","Total, all ages","KOR","Korea","2019","2019",554190,,
"LTCILTHT","LTC recipients at home","TOTAGENB","Total, all ages","KOR","Korea","2020","2020",624622,,
"LTCILTHT","LTC recipients at home","TOTAGENB","Total, all ages","KOR","Korea","2021","2021",713922,,
"LTCILTIT","LTC recipients in institutions (other than hospitals)","TOTAGENB","Total, all ages","LUX","Luxembourg","2010","2010",3881,,
"LTCILTIT","LTC recipients in institutions (other than hospitals)","TOTAGENB","Total, all ages","LUX","Luxembourg","2011","2011",3932,,
"LTCILTIT","LTC recipients in institutions (other than hospitals)","TOTAGENB","Total, all ages","LUX","Luxembourg","2012","2012",4149,,
"LTCILTIT","LTC recipients in institutions (other than hospitals)","TOTAGENB","Total, all ages","LUX","Luxembourg","2013","2013",4253,,
"LTCILTIT","LTC recipients in institutions (other than hospitals)","TOTAGENB","Total, all ages","LUX","Luxembourg","2014","2014",4388,,
"LTCILTIT","LTC recipients in institutions (other than hospitals)","TOTAGENB","Total, all ages","LUX","Luxembourg","2015","2015",4499,,
"LTCILTIT","LTC recipients in institutions (other than hospitals)","TOTAGENB","Total, all ages","LUX","Luxembourg","2016","2016",4561,,
"LTCILTIT","LTC recipients in institutions (other than hospitals)","TOTAGENB","Total, all ages","LUX","Luxembourg","2017","2017",4602,,
