"VAR","Variable","UNIT","Measure","COU","Country","YEA","Year","Value","Flag Codes","Flags"
"SRHSMGHA","Good/very good health, males aged 15-24","PERCALEF","% of population (crude rate)","AUS","Australia","2017","2017",92.1,"D","Difference in methodology"
"SRHSMGHB","Good/very good health, males aged 25-44","PERCALEF","% of population (crude rate)","AUS","Australia","2011","2011",90.1,"D","Difference in methodology"
"SRHSMGHB","Good/very good health, males aged 25-44","PERCALEF","% of population (crude rate)","AUS","Australia","2014","2014",90.9,"D","Difference in methodology"
"SRHSMGHB","Good/very good health, males aged 25-44","PERCALEF","% of population (crude rate)","AUS","Australia","2017","2017",89.6,"D","Difference in methodology"
"SRHSMGHC","Good/very good health, males aged 45-64","PERCALEF","% of population (crude rate)","AUS","Australia","2011","2011",82.7,"D","Difference in methodology"
"SRHSMGHC","Good/very good health, males aged 45-64","PERCALEF","% of population (crude rate)","AUS","Australia","2014","2014",83.4,"D","Difference in methodology"
"SRHSMGHC","Good/very good health, males aged 45-64","PERCALEF","% of population (crude rate)","AUS","Australia","2017","2017",82,"D","Difference in methodology"
"SRHSMGHD","Good/very good health, males aged 65+","PERCALEF","% of population (crude rate)","AUS","Australia","2011","2011",72.5,"D","Difference in methodology"
"SRHSMGHD","Good/very good health, males aged 65+","PERCALEF","% of population (crude rate)","AUS","Australia","2014","2014",71.7,"D","Difference in methodology"
"SRHSMGHD","Good/very good health, males aged 65+","PERCALEF","% of population (crude rate)","AUS","Australia","2017","2017",73.7,"D","Difference in methodology"
"SRHSMGHE","Good/very good health, males aged 15+","PERCALEF","% of population (crude rate)","AUS","Australia","2011","2011",85.4,"D","Difference in methodology"
"SRHSMGHE","Good/very good health, males aged 15+","PERCALEF","% of population (crude rate)","AUS","Australia","2014","2014",85.4,"D","Difference in methodology"
"SRHSMGHE","Good/very good health, males aged 15+","PERCALEF","% of population (crude rate)","AUS","Australia","2017","2017",84.8,"D","Difference in methodology"
"SRHSTGHA","Good/very good health, total aged 15-24","PERCALEF","% of population (crude rate)","AUS","Australia","2011","2011",90.9,"D","Difference in methodology"
"SRHSTGHA","Good/very good health, total aged 15-24","PERCALEF","% of population (crude rate)","AUS","Australia","2014","2014",91,"D","Difference in methodology"
"SRHSTGHA","Good/very good health, total aged 15-24","PERCALEF","% of population (crude rate)","AUS","Australia","2017","2017",91.9,"D","Difference in methodology"
"SRHSTGHB","Good/very good health, total aged 25-44","PERCALEF","% of population (crude rate)","AUS","Australia","2011","2011",90.5,"D","Difference in methodology"
"SRHSTGHB","Good/very good health, total aged 25-44","PERCALEF","% of population (crude rate)","AUS","Australia","2014","2014",90.5,"D","Difference in methodology"
"SRHSTGHB","Good/very good health, total aged 25-44","PERCALEF","% of population (crude rate)","AUS","Australia","2017","2017",90.4,"D","Difference in methodology"
"SRHSTGHC","Good/very good health, total aged 45-64","PERCALEF","% of population (crude rate)","AUS","Australia","2011","2011",83.4,"D","Difference in methodology"
"SRHSTGHC","Good/very good health, total aged 45-64","PERCALEF","% of population (crude rate)","AUS","Australia","2014","2014",83.6,"D","Difference in methodology"
"SRHSTGHC","Good/very good health, total aged 45-64","PERCALEF","% of population (crude rate)","AUS","Australia","2017","2017",82.6,"D","Difference in methodology"
"SRHSTGHD","Good/very good health, total aged 65+","PERCALEF","% of population (crude rate)","AUS","Australia","2011","2011",72.1,"D","Difference in methodology"
"SRHSTGHD","Good/very good health, total aged 65+","PERCALEF","% of population (crude rate)","AUS","Australia","2014","2014",72.8,"D","Difference in methodology"
"SRHSTGHD","Good/very good health, total aged 65+","PERCALEF","% of population (crude rate)","AUS","Australia","2017","2017",74,"D","Difference in methodology"
"SRHSTGHE","Good/very good health, total aged 15+","PERCALEF","% of population (crude rate)","AUS","Australia","2011","2011",85.4,"D","Difference in methodology"
"SRHSTGHE","Good/very good health, total aged 15+","PERCALEF","% of population (crude rate)","AUS","Australia","2014","2014",85.2,"D","Difference in methodology"
"SRHSTGHE","Good/very good health, total aged 15+","PERCALEF","% of population (crude rate)","AUS","Australia","2017","2017",85.2,"D","Difference in methodology"
"SRHSFGHA","Good/very good health, females aged 15-24","PERCALEF","% of population (crude rate)","AUT","Austria","2010","2010",92.9,,
"SRHSFGHA","Good/very good health, females aged 15-24","PERCALEF","% of population (crude rate)","AUT","Austria","2011","2011",90.1,,
"SRHSFGHA","Good/very good health, females aged 15-24","PERCALEF","% of population (crude rate)","AUT","Austria","2012","2012",92.1,,
"SRHSFGHA","Good/very good health, females aged 15-24","PERCALEF","% of population (crude rate)","AUT","Austria","2013","2013",91.7,,
"SRHSFGHA","Good/very good health, females aged 15-24","PERCALEF","% of population (crude rate)","AUT","Austria","2014","2014",91,,
"SRHSFGHA","Good/very good health, females aged 15-24","PERCALEF","% of population (crude rate)","AUT","Austria","2015","2015",92.2,,
"SRHSFGHA","Good/very good health, females aged 15-24","PERCALEF","% of population (crude rate)","AUT","Austria","2016","2016",92.8,,
"SRHSFGHA","Good/very good health, females aged 15-24","PERCALEF","% of population (crude rate)","AUT","Austria","2017","2017",90.5,,
"SRHSFGHA","Good/very good health, females aged 15-24","PERCALEF","% of population (crude rate)","AUT","Austria","2018","2018",89.5,,
"SRHSFGHA","Good/very good health, females aged 15-24","PERCALEF","% of population (crude rate)","AUT","Austria","2019","2019",92.9,,
"SRHSFGHA","Good/very good health, females aged 15-24","PERCALEF","% of population (crude rate)","AUT","Austria","2020","2020",93.7,,
"SRHSFGHA","Good/very good health, females aged 15-24","PERCALEF","% of population (crude rate)","AUT","Austria","2021","2021",90,,
"SRHSFGHA","Good/very good health, females aged 15-24","PERCALEF","% of population (crude rate)","AUT","Austria","2022","2022",90.2,,
"SRHSFGHB","Good/very good health females aged 25-44","PERCALEF","% of population (crude rate)","AUT","Austria","2010","2010",84.7,,
"SRHSFGHB","Good/very good health females aged 25-44","PERCALEF","% of population (crude rate)","AUT","Austria","2011","2011",83.8,,
"SRHSFGHB","Good/very good health females aged 25-44","PERCALEF","% of population (crude rate)","AUT","Austria","2012","2012",83.6,,
"SRHSFGHB","Good/very good health females aged 25-44","PERCALEF","% of population (crude rate)","AUT","Austria","2013","2013",82.7,,
"SRHSFGHB","Good/very good health females aged 25-44","PERCALEF","% of population (crude rate)","AUT","Austria","2014","2014",81.4,,
"SRHSFGHB","Good/very good health females aged 25-44","PERCALEF","% of population (crude rate)","AUT","Austria","2015","2015",83.5,,
"SRHSFGHC","Good/very good health females aged 45-64","PERCALEF","% of population (crude rate)","AUT","Austria","2010","2010",62.9,,
"SRHSFGHC","Good/very good health females aged 45-64","PERCALEF","% of population (crude rate)","AUT","Austria","2011","2011",63.9,,
"SRHSFGHC","Good/very good health females aged 45-64","PERCALEF","% of population (crude rate)","AUT","Austria","2012","2012",64.6,,
"SRHSFGHC","Good/very good health females aged 45-64","PERCALEF","% of population (crude rate)","AUT","Austria","2013","2013",62.4,,
"SRHSFGHC","Good/very good health females aged 45-64","PERCALEF","% of population (crude rate)","AUT","Austria","2014","2014",65.1,,
"SRHSFGHC","Good/very good health females aged 45-64","PERCALEF","% of population (crude rate)","AUT","Austria","2015","2015",65.8,,
"SRHSFGHC","Good/very good health females aged 45-64","PERCALEF","% of population (crude rate)","AUT","Austria","2016","2016",64.6,,
"SRHSFGHC","Good/very good health females aged 45-64","PERCALEF","% of population (crude rate)","AUT","Austria","2017","2017",67,,
"SRHSFGHC","Good/very good health females aged 45-64","PERCALEF","% of population (crude rate)","AUT","Austria","2018","2018",68.2,,
"SRHSFGHC","Good/very good health females aged 45-64","PERCALEF","% of population (crude rate)","AUT","Austria","2019","2019",68.1,,
"SRHSFGHC","Good/very good health females aged 45-64","PERCALEF","% of population (crude rate)","AUT","Austria","2020","2020",70.2,,
"SRHSFGHC","Good/very good health females aged 45-64","PERCALEF","% of population (crude rate)","AUT","Austria","2021","2021",68.6,,
"SRHSFGHC","Good/very good health females aged 45-64","PERCALEF","% of population (crude rate)","AUT","Austria","2022","2022",65,,
"SRHSFGHD","Good/very good health, females aged 65+","PERCALEF","% of population (crude rate)","AUT","Austria","2010","2010",34.9,,
"SRHSFGHD","Good/very good health, females aged 65+","PERCALEF","% of population (crude rate)","AUT","Austria","2011","2011",35.4,,
"SRHSFGHD","Good/very good health, females aged 65+","PERCALEF","% of population (crude rate)","AUT","Austria","2012","2012",40.9,,
"SRHSFGHD","Good/very good health, females aged 65+","PERCALEF","% of population (crude rate)","AUT","Austria","2013","2013",39.3,,
"SRHSFGHD","Good/very good health, females aged 65+","PERCALEF","% of population (crude rate)","AUT","Austria","2014","2014",41.1,,
"SRHSFGHD","Good/very good health, females aged 65+","PERCALEF","% of population (crude rate)","AUT","Austria","2015","2015",39.4,,
"SRHSFGHD","Good/very good health, females aged 65+","PERCALEF","% of population (crude rate)","AUT","Austria","2016","2016",41.2,,
"SRHSFGHD","Good/very good health, females aged 65+","PERCALEF","% of population (crude rate)","AUT","Austria","2017","2017",40.2,,
"SRHSFGHD","Good/very good health, females aged 65+","PERCALEF","% of population (crude rate)","AUT","Austria","2018","2018",42.7,,
"SRHSFGHD","Good/very good health, females aged 65+","PERCALEF","% of population (crude rate)","AUT","Austria","2019","2019",44.4,,
"SRHSFGHD","Good/very good health, females aged 65+","PERCALEF","% of population (crude rate)","AUT","Austria","2020","2020",47,,
"SRHSFGHD","Good/very good health, females aged 65+","PERCALEF","% of population (crude rate)","AUT","Austria","2021","2021",49.3,,
"SRHSFGHD","Good/very good health, females aged 65+","PERCALEF","% of population (crude rate)","AUT","Austria","2022","2022",45.8,,
"SRHSFGHE","Good/very good health, females aged 15+","PERCALEF","% of population (crude rate)","AUT","Austria","2010","2010",67.2,,
"SRHSFGHE","Good/very good health, females aged 15+","PERCALEF","% of population (crude rate)","AUT","Austria","2011","2011",66.8,,
"SRHSFGHE","Good/very good health, females aged 15+","PERCALEF","% of population (crude rate)","AUT","Austria","2012","2012",68.4,,
"SRHSFGHE","Good/very good health, females aged 15+","PERCALEF","% of population (crude rate)","AUT","Austria","2013","2013",66.7,,
"SRHSFGHE","Good/very good health, females aged 15+","PERCALEF","% of population (crude rate)","AUT","Austria","2014","2014",67.2,,
"SRHSFGHE","Good/very good health, females aged 15+","PERCALEF","% of population (crude rate)","AUT","Austria","2015","2015",67.9,,
"SRHSFGHE","Good/very good health, females aged 15+","PERCALEF","% of population (crude rate)","AUT","Austria","2016","2016",68.5,,
"SRHSFGHE","Good/very good health, females aged 15+","PERCALEF","% of population (crude rate)","AUT","Austria","2017","2017",68.7,,
"SRHSFGHE","Good/very good health, females aged 15+","PERCALEF","% of population (crude rate)","AUT","Austria","2018","2018",70.3,,
"SRHSFGHE","Good/very good health, females aged 15+","PERCALEF","% of population (crude rate)","AUT","Austria","2019","2019",70.5,,
"SRHSFGHE","Good/very good health, females aged 15+","PERCALEF","% of population (crude rate)","AUT","Austria","2020","2020",73.3,,
"SRHSFGHE","Good/very good health, females aged 15+","PERCALEF","% of population (crude rate)","AUT","Austria","2021","2021",71.8,,
"SRHSFGHE","Good/very good health, females aged 15+","PERCALEF","% of population (crude rate)","AUT","Austria","2022","2022",68.6,,
"SRHSMGHA","Good/very good health, males aged 15-24","PERCALEF","% of population (crude rate)","AUT","Austria","2010","2010",94.3,,
"SRHSMGHA","Good/very good health, males aged 15-24","PERCALEF","% of population (crude rate)","AUT","Austria","2011","2011",93.7,,
"SRHSMGHA","Good/very good health, males aged 15-24","PERCALEF","% of population (crude rate)","AUT","Austria","2012","2012",95.6,,
"SRHSMGHA","Good/very good health, males aged 15-24","PERCALEF","% of population (crude rate)","AUT","Austria","2013","2013",92.8,,
"SRHSMGHA","Good/very good health, males aged 15-24","PERCALEF","% of population (crude rate)","AUT","Austria","2014","2014",91.1,,
"SRHSMGHA","Good/very good health, males aged 15-24","PERCALEF","% of population (crude rate)","AUT","Austria","2015","2015",94.8,,
"SRHSMGHA","Good/very good health, males aged 15-24","PERCALEF","% of population (crude rate)","AUT","Austria","2016","2016",93.8,,
"SRHSMGHA","Good/very good health, males aged 15-24","PERCALEF","% of population (crude rate)","AUT","Austria","2017","2017",92.8,,
"SRHSMGHA","Good/very good health, males aged 15-24","PERCALEF","% of population (crude rate)","AUT","Austria","2018","2018",91.7,,
"SRHSMGHA","Good/very good health, males aged 15-24","PERCALEF","% of population (crude rate)","AUT","Austria","2019","2019",92.6,,
"SRHSMGHA","Good/very good health, males aged 15-24","PERCALEF","% of population (crude rate)","AUT","Austria","2020","2020",94.2,,
"SRHSMGHA","Good/very good health, males aged 15-24","PERCALEF","% of population (crude rate)","AUT","Austria","2021","2021",94.6,,
"SRHSMGHA","Good/very good health, males aged 15-24","PERCALEF","% of population (crude rate)","AUT","Austria","2022","2022",91.7,,
"SRHSMGHB","Good/very good health, males aged 25-44","PERCALEF","% of population (crude rate)","AUT","Austria","2010","2010",85.3,,
"SRHSMGHB","Good/very good health, males aged 25-44","PERCALEF","% of population (crude rate)","AUT","Austria","2011","2011",82.8,,
"SRHSMGHB","Good/very good health, males aged 25-44","PERCALEF","% of population (crude rate)","AUT","Austria","2012","2012",84.9,,
"SRHSMGHB","Good/very good health, males aged 25-44","PERCALEF","% of population (crude rate)","AUT","Austria","2013","2013",83.7,,
"SRHSMGHB","Good/very good health, males aged 25-44","PERCALEF","% of population (crude rate)","AUT","Austria","2014","2014",86.1,,
"SRHSMGHB","Good/very good health, males aged 25-44","PERCALEF","% of population (crude rate)","AUT","Austria","2015","2015",85.3,,
"SRHSMGHC","Good/very good health, males aged 45-64","PERCALEF","% of population (crude rate)","AUT","Austria","2010","2010",64.6,,
"SRHSMGHC","Good/very good health, males aged 45-64","PERCALEF","% of population (crude rate)","AUT","Austria","2011","2011",63.7,,
"SRHSMGHC","Good/very good health, males aged 45-64","PERCALEF","% of population (crude rate)","AUT","Austria","2012","2012",63.7,,
"SRHSMGHC","Good/very good health, males aged 45-64","PERCALEF","% of population (crude rate)","AUT","Austria","2013","2013",62.9,,
"SRHSMGHC","Good/very good health, males aged 45-64","PERCALEF","% of population (crude rate)","AUT","Austria","2014","2014",64.5,,
"SRHSMGHC","Good/very good health, males aged 45-64","PERCALEF","% of population (crude rate)","AUT","Austria","2015","2015",64.6,,
"SRHSMGHC","Good/very good health, males aged 45-64","PERCALEF","% of population (crude rate)","AUT","Austria","2016","2016",64.3,,
"SRHSMGHC","Good/very good health, males aged 45-64","PERCALEF","% of population (crude rate)","AUT","Austria","2017","2017",65.9,,
"SRHSMGHC","Good/very good health, males aged 45-64","PERCALEF","% of population (crude rate)","AUT","Austria","2018","2018",66.2,,
"SRHSMGHC","Good/very good health, males aged 45-64","PERCALEF","% of population (crude rate)","AUT","Austria","2019","2019",67.5,,
"SRHSMGHC","Good/very good health, males aged 45-64","PERCALEF","% of population (crude rate)","AUT","Austria","2020","2020",69.2,,
"SRHSMGHC","Good/very good health, males aged 45-64","PERCALEF","% of population (crude rate)","AUT","Austria","2021","2021",64.9,,
"SRHSMGHC","Good/very good health, males aged 45-64","PERCALEF","% of population (crude rate)","AUT","Austria","2022","2022",64.4,,
"SRHSMGHD","Good/very good health, males aged 65+","PERCALEF","% of population (crude rate)","AUT","Austria","2010","2010",43.2,,
"SRHSMGHD","Good/very good health, males aged 65+","PERCALEF","% of population (crude rate)","AUT","Austria","2011","2011",44.2,,
"SRHSMGHD","Good/very good health, males aged 65+","PERCALEF","% of population (crude rate)","AUT","Austria","2012","2012",45.1,,
"SRHSMGHD","Good/very good health, males aged 65+","PERCALEF","% of population (crude rate)","AUT","Austria","2013","2013",45.9,,
"SRHSMGHD","Good/very good health, males aged 65+","PERCALEF","% of population (crude rate)","AUT","Austria","2014","2014",48.9,,
"SRHSMGHD","Good/very good health, males aged 65+","PERCALEF","% of population (crude rate)","AUT","Austria","2015","2015",47.5,,
"SRHSMGHD","Good/very good health, males aged 65+","PERCALEF","% of population (crude rate)","AUT","Austria","2016","2016",48.9,,
"SRHSMGHD","Good/very good health, males aged 65+","PERCALEF","% of population (crude rate)","AUT","Austria","2017","2017",47.5,,
"SRHSMGHD","Good/very good health, males aged 65+","PERCALEF","% of population (crude rate)","AUT","Austria","2018","2018",50,,
"SRHSMGHD","Good/very good health, males aged 65+","PERCALEF","% of population (crude rate)","AUT","Austria","2019","2019",45.4,,
"SRHSMGHD","Good/very good health, males aged 65+","PERCALEF","% of population (crude rate)","AUT","Austria","2020","2020",51.4,,
"SRHSMGHD","Good/very good health, males aged 65+","PERCALEF","% of population (crude rate)","AUT","Austria","2021","2021",51.9,,
"SRHSMGHD","Good/very good health, males aged 65+","PERCALEF","% of population (crude rate)","AUT","Austria","2022","2022",48.1,,
"SRHSMGHE","Good/very good health, males aged 15+","PERCALEF","% of population (crude rate)","AUT","Austria","2010","2010",71.9,,
"SRHSMGHE","Good/very good health, males aged 15+","PERCALEF","% of population (crude rate)","AUT","Austria","2011","2011",70.8,,
"SRHSMGHE","Good/very good health, males aged 15+","PERCALEF","% of population (crude rate)","AUT","Austria","2012","2012",71.7,,
"SRHSMGHE","Good/very good health, males aged 15+","PERCALEF","% of population (crude rate)","AUT","Austria","2013","2013",70.5,,
"SRHSMGHE","Good/very good health, males aged 15+","PERCALEF","% of population (crude rate)","AUT","Austria","2014","2014",71.9,,
"SRHSMGHE","Good/very good health, males aged 15+","PERCALEF","% of population (crude rate)","AUT","Austria","2015","2015",71.8,,
"SRHSMGHE","Good/very good health, males aged 15+","PERCALEF","% of population (crude rate)","AUT","Austria","2016","2016",72,,
"SRHSMGHE","Good/very good health, males aged 15+","PERCALEF","% of population (crude rate)","AUT","Austria","2017","2017",72,,
"SRHSMGHE","Good/very good health, males aged 15+","PERCALEF","% of population (crude rate)","AUT","Austria","2018","2018",73.2,,
"SRHSMGHE","Good/very good health, males aged 15+","PERCALEF","% of population (crude rate)","AUT","Austria","2019","2019",72,,
"SRHSMGHE","Good/very good health, males aged 15+","PERCALEF","% of population (crude rate)","AUT","Austria","2020","2020",74.8,,
"SRHSMGHE","Good/very good health, males aged 15+","PERCALEF","% of population (crude rate)","AUT","Austria","2021","2021",72.6,,
"SRHSMGHE","Good/very good health, males aged 15+","PERCALEF","% of population (crude rate)","AUT","Austria","2022","2022",71.7,,
"SRHSTGHA","Good/very good health, total aged 15-24","PERCALEF","% of population (crude rate)","AUT","Austria","2010","2010",93.6,,
"SRHSTGHA","Good/very good health, total aged 15-24","PERCALEF","% of population (crude rate)","AUT","Austria","2011","2011",92,,
"SRHSTGHA","Good/very good health, total aged 15-24","PERCALEF","% of population (crude rate)","AUT","Austria","2012","2012",94,,
"SRHSTGHA","Good/very good health, total aged 15-24","PERCALEF","% of population (crude rate)","AUT","Austria","2013","2013",92.3,,
"SRHSTGHA","Good/very good health, total aged 15-24","PERCALEF","% of population (crude rate)","AUT","Austria","2014","2014",91,,
"SRHSTGHA","Good/very good health, total aged 15-24","PERCALEF","% of population (crude rate)","AUT","Austria","2015","2015",93.6,,
"SRHSTGHA","Good/very good health, total aged 15-24","PERCALEF","% of population (crude rate)","AUT","Austria","2016","2016",93.3,,
"SRHSTGHA","Good/very good health, total aged 15-24","PERCALEF","% of population (crude rate)","AUT","Austria","2017","2017",91.7,,
"SRHSTGHA","Good/very good health, total aged 15-24","PERCALEF","% of population (crude rate)","AUT","Austria","2018","2018",90.6,,
"SRHSTGHA","Good/very good health, total aged 15-24","PERCALEF","% of population (crude rate)","AUT","Austria","2019","2019",92.7,,
"SRHSTGHA","Good/very good health, total aged 15-24","PERCALEF","% of population (crude rate)","AUT","Austria","2020","2020",94,,
"SRHSTGHA","Good/very good health, total aged 15-24","PERCALEF","% of population (crude rate)","AUT","Austria","2021","2021",92.3,,
"SRHSTGHA","Good/very good health, total aged 15-24","PERCALEF","% of population (crude rate)","AUT","Austria","2022","2022",91,,
"SRHSTGHB","Good/very good health, total aged 25-44","PERCALEF","% of population (crude rate)","AUT","Austria","2010","2010",85,,
"SRHSTGHB","Good/very good health, total aged 25-44","PERCALEF","% of population (crude rate)","AUT","Austria","2011","2011",83.3,,
"SRHSTGHB","Good/very good health, total aged 25-44","PERCALEF","% of population (crude rate)","AUT","Austria","2012","2012",84.2,,
"SRHSTGHB","Good/very good health, total aged 25-44","PERCALEF","% of population (crude rate)","AUT","Austria","2013","2013",83.2,,
"SRHSTGHB","Good/very good health, total aged 25-44","PERCALEF","% of population (crude rate)","AUT","Austria","2014","2014",83.7,,
"SRHSTGHB","Good/very good health, total aged 25-44","PERCALEF","% of population (crude rate)","AUT","Austria","2015","2015",84.3,,
"SRHSTGHC","Good/very good health, total aged 45-64","PERCALEF","% of population (crude rate)","AUT","Austria","2010","2010",63.7,,
"SRHSTGHC","Good/very good health, total aged 45-64","PERCALEF","% of population (crude rate)","AUT","Austria","2011","2011",63.8,,
"SRHSTGHC","Good/very good health, total aged 45-64","PERCALEF","% of population (crude rate)","AUT","Austria","2012","2012",64.1,,
"SRHSTGHC","Good/very good health, total aged 45-64","PERCALEF","% of population (crude rate)","AUT","Austria","2013","2013",62.6,,
"SRHSTGHC","Good/very good health, total aged 45-64","PERCALEF","% of population (crude rate)","AUT","Austria","2014","2014",64.8,,
"SRHSTGHC","Good/very good health, total aged 45-64","PERCALEF","% of population (crude rate)","AUT","Austria","2015","2015",65.2,,
"SRHSTGHC","Good/very good health, total aged 45-64","PERCALEF","% of population (crude rate)","AUT","Austria","2016","2016",64.5,,
"SRHSTGHC","Good/very good health, total aged 45-64","PERCALEF","% of population (crude rate)","AUT","Austria","2017","2017",66.5,,
"SRHSTGHC","Good/very good health, total aged 45-64","PERCALEF","% of population (crude rate)","AUT","Austria","2018","2018",67.2,,
"SRHSTGHC","Good/very good health, total aged 45-64","PERCALEF","% of population (crude rate)","AUT","Austria","2019","2019",67.8,,
"SRHSTGHC","Good/very good health, total aged 45-64","PERCALEF","% of population (crude rate)","AUT","Austria","2020","2020",69.7,,
"SRHSTGHC","Good/very good health, total aged 45-64","PERCALEF","% of population (crude rate)","AUT","Austria","2021","2021",66.8,,
"SRHSTGHC","Good/very good health, total aged 45-64","PERCALEF","% of population (crude rate)","AUT","Austria","2022","2022",64.7,,
"SRHSTGHD","Good/very good health, total aged 65+","PERCALEF","% of population (crude rate)","AUT","Austria","2010","2010",38.4,,
"SRHSTGHD","Good/very good health, total aged 65+","PERCALEF","% of population (crude rate)","AUT","Austria","2011","2011",39.1,,
"SRHSTGHD","Good/very good health, total aged 65+","PERCALEF","% of population (crude rate)","AUT","Austria","2012","2012",42.7,,
"SRHSTGHD","Good/very good health, total aged 65+","PERCALEF","% of population (crude rate)","AUT","Austria","2013","2013",42.2,,
"SRHSTGHD","Good/very good health, total aged 65+","PERCALEF","% of population (crude rate)","AUT","Austria","2014","2014",44.5,,
"SRHSTGHD","Good/very good health, total aged 65+","PERCALEF","% of population (crude rate)","AUT","Austria","2015","2015",42.9,,
"SRHSTGHD","Good/very good health, total aged 65+","PERCALEF","% of population (crude rate)","AUT","Austria","2016","2016",44.6,,
"SRHSTGHD","Good/very good health, total aged 65+","PERCALEF","% of population (crude rate)","AUT","Austria","2017","2017",43.4,,
"SRHSTGHD","Good/very good health, total aged 65+","PERCALEF","% of population (crude rate)","AUT","Austria","2018","2018",45.9,,
"SRHSTGHD","Good/very good health, total aged 65+","PERCALEF","% of population (crude rate)","AUT","Austria","2019","2019",44.9,,
"SRHSTGHD","Good/very good health, total aged 65+","PERCALEF","% of population (crude rate)","AUT","Austria","2020","2020",48.9,,
"SRHSTGHD","Good/very good health, total aged 65+","PERCALEF","% of population (crude rate)","AUT","Austria","2021","2021",50.4,,
"SRHSTGHD","Good/very good health, total aged 65+","PERCALEF","% of population (crude rate)","AUT","Austria","2022","2022",46.8,,
"SRHSTGHE","Good/very good health, total aged 15+","PERCALEF","% of population (crude rate)","AUT","Austria","2010","2010",69.5,,
"SRHSTGHE","Good/very good health, total aged 15+","PERCALEF","% of population (crude rate)","AUT","Austria","2011","2011",68.7,,
"SRHSTGHE","Good/very good health, total aged 15+","PERCALEF","% of population (crude rate)","AUT","Austria","2012","2012",70,,
"SRHSTGHE","Good/very good health, total aged 15+","PERCALEF","% of population (crude rate)","AUT","Austria","2013","2013",68.6,,
"SRHSTGHE","Good/very good health, total aged 15+","PERCALEF","% of population (crude rate)","AUT","Austria","2014","2014",69.5,,
"SRHSTGHE","Good/very good health, total aged 15+","PERCALEF","% of population (crude rate)","AUT","Austria","2015","2015",69.8,,
"SRHSTGHE","Good/very good health, total aged 15+","PERCALEF","% of population (crude rate)","AUT","Austria","2016","2016",70.2,,
"SRHSTGHE","Good/very good health, total aged 15+","PERCALEF","% of population (crude rate)","AUT","Austria","2017","2017",70.3,,
"SRHSTGHE","Good/very good health, total aged 15+","PERCALEF","% of population (crude rate)","AUT","Austria","2018","2018",71.7,,
"SRHSTGHE","Good/very good health, total aged 15+","PERCALEF","% of population (crude rate)","AUT","Austria","2019","2019",71.2,,
"SRHSTGHE","Good/very good health, total aged 15+","PERCALEF","% of population (crude rate)","AUT","Austria","2020","2020",74,,
"SRHSTGHE","Good/very good health, total aged 15+","PERCALEF","% of population (crude rate)","AUT","Austria","2021","2021",72.2,,
"SRHSTGHE","Good/very good health, total aged 15+","PERCALEF","% of population (crude rate)","AUT","Austria","2022","2022",70.1,,
