"VAR","Variable","UNIT","Measure","COU","Country","YEA","Year","Value","Flag Codes","Flags"
"CANCCOLC","Malignant neoplasms of colon","PERCMTTX","Incidence per 100 000 population","DEU","Germany","2012","2012",30.9,,
"CANCLUNC","Malignant neoplasms of lung","PERCMTTX","Incidence per 100 000 population","DEU","Germany","2000","2000",30.8,,
"CANCLUNC","Malignant neoplasms of lung","PERCMTTX","Incidence per 100 000 population","DEU","Germany","2002","2002",29.7,,
"CANCLUNC","Malignant neoplasms of lung","PERCMTTX","Incidence per 100 000 population","DEU","Germany","2008","2008",28.1,,
"CANCLUNC","Malignant neoplasms of lung","PERCMTTX","Incidence per 100 000 population","DEU","Germany","2012","2012",27.5,,
"CANCTOCA","Malignant neoplasms","PERCMTTX","Incidence per 100 000 population","GRC","Greece","2000","2000",191.5,,
"CANCTOCA","Malignant neoplasms","PERCMTTX","Incidence per 100 000 population","GRC","Greece","2002","2002",203,,
"CANCTOCA","Malignant neoplasms","PERCMTTX","Incidence per 100 000 population","GRC","Greece","2008","2008",162,,
"CANCTOCA","Malignant neoplasms","PERCMTTX","Incidence per 100 000 population","GRC","Greece","2012","2012",163,,
"CANCCOLC","Malignant neoplasms of colon","PERCMTTX","Incidence per 100 000 population","GRC","Greece","2000","2000",15.5,,
"CANCCOLC","Malignant neoplasms of colon","PERCMTTX","Incidence per 100 000 population","GRC","Greece","2002","2002",17.5,,
"CANCCOLC","Malignant neoplasms of colon","PERCMTTX","Incidence per 100 000 population","GRC","Greece","2008","2008",13.3,,
"CANCCOLC","Malignant neoplasms of colon","PERCMTTX","Incidence per 100 000 population","GRC","Greece","2012","2012",13.5,,
"CANCLUNC","Malignant neoplasms of lung","PERCMTTX","Incidence per 100 000 population","GRC","Greece","2000","2000",32.1,,
"CANCLUNC","Malignant neoplasms of lung","PERCMTTX","Incidence per 100 000 population","GRC","Greece","2002","2002",33.4,,
"CANCLUNC","Malignant neoplasms of lung","PERCMTTX","Incidence per 100 000 population","GRC","Greece","2008","2008",29.1,,
"CANCLUNC","Malignant neoplasms of lung","PERCMTTX","Incidence per 100 000 population","GRC","Greece","2012","2012",28.5,,
"CANCTOCA","Malignant neoplasms","PERCMTTX","Incidence per 100 000 population","HUN","Hungary","2002","2002",318.8,,
"CANCTOCA","Malignant neoplasms","PERCMTTX","Incidence per 100 000 population","HUN","Hungary","2008","2008",286.6,,
"CANCTOCA","Malignant neoplasms","PERCMTTX","Incidence per 100 000 population","HUN","Hungary","2012","2012",285.4,,
"CANCCOLC","Malignant neoplasms of colon","PERCMTTX","Incidence per 100 000 population","HUN","Hungary","2002","2002",45.2,,
"CANCCOLC","Malignant neoplasms of colon","PERCMTTX","Incidence per 100 000 population","HUN","Hungary","2008","2008",42.6,,
"CANCCOLC","Malignant neoplasms of colon","PERCMTTX","Incidence per 100 000 population","HUN","Hungary","2012","2012",42.3,,
"CANCLUNC","Malignant neoplasms of lung","PERCMTTX","Incidence per 100 000 population","HUN","Hungary","2002","2002",59.8,,
"CANCLUNC","Malignant neoplasms of lung","PERCMTTX","Incidence per 100 000 population","HUN","Hungary","2008","2008",49.8,,
"CANCLUNC","Malignant neoplasms of lung","PERCMTTX","Incidence per 100 000 population","HUN","Hungary","2012","2012",51.6,,
"CANCTOCA","Malignant neoplasms","PERCMTTX","Incidence per 100 000 population","ISL","Iceland","2002","2002",286.5,,
"CANCTOCA","Malignant neoplasms","PERCMTTX","Incidence per 100 000 population","ISL","Iceland","2008","2008",290.4,,
"CANCTOCA","Malignant neoplasms","PERCMTTX","Incidence per 100 000 population","ISL","Iceland","2012","2012",284.3,,
"CANCCOLC","Malignant neoplasms of colon","PERCMTTX","Incidence per 100 000 population","ISL","Iceland","2002","2002",30.5,,
"CANCCOLC","Malignant neoplasms of colon","PERCMTTX","Incidence per 100 000 population","ISL","Iceland","2008","2008",30.4,,
"CANCCOLC","Malignant neoplasms of colon","PERCMTTX","Incidence per 100 000 population","ISL","Iceland","2012","2012",28.4,,
"CANCLUNC","Malignant neoplasms of lung","PERCMTTX","Incidence per 100 000 population","ISL","Iceland","2002","2002",30,,
"CANCLUNC","Malignant neoplasms of lung","PERCMTTX","Incidence per 100 000 population","ISL","Iceland","2008","2008",28.2,,
"CANCLUNC","Malignant neoplasms of lung","PERCMTTX","Incidence per 100 000 population","ISL","Iceland","2012","2012",29.8,,
"CANCTOCA","Malignant neoplasms","PERCMTTX","Incidence per 100 000 population","IRL","Ireland","2000","2000",254.6,,
"CANCTOCA","Malignant neoplasms","PERCMTTX","Incidence per 100 000 population","IRL","Ireland","2002","2002",254.3,,
"CANCTOCA","Malignant neoplasms","PERCMTTX","Incidence per 100 000 population","IRL","Ireland","2008","2008",317,,
"CANCTOCA","Malignant neoplasms","PERCMTTX","Incidence per 100 000 population","IRL","Ireland","2012","2012",307.9,,
"CANCCOLC","Malignant neoplasms of colon","PERCMTTX","Incidence per 100 000 population","IRL","Ireland","2000","2000",36.5,,
"CANCCOLC","Malignant neoplasms of colon","PERCMTTX","Incidence per 100 000 population","IRL","Ireland","2002","2002",35.1,,
"CANCCOLC","Malignant neoplasms of colon","PERCMTTX","Incidence per 100 000 population","IRL","Ireland","2008","2008",36.1,,
"CANCCOLC","Malignant neoplasms of colon","PERCMTTX","Incidence per 100 000 population","IRL","Ireland","2012","2012",34.9,,
"CANCLUNC","Malignant neoplasms of lung","PERCMTTX","Incidence per 100 000 population","IRL","Ireland","2000","2000",29.1,,
"CANCLUNC","Malignant neoplasms of lung","PERCMTTX","Incidence per 100 000 population","IRL","Ireland","2002","2002",29.8,,
"CANCLUNC","Malignant neoplasms of lung","PERCMTTX","Incidence per 100 000 population","IRL","Ireland","2008","2008",30.6,,
"CANCLUNC","Malignant neoplasms of lung","PERCMTTX","Incidence per 100 000 population","IRL","Ireland","2012","2012",31.3,,
"CANCTOCA","Malignant neoplasms","PERCMTTX","Incidence per 100 000 population","ITA","Italy","2000","2000",254.1,,
"CANCTOCA","Malignant neoplasms","PERCMTTX","Incidence per 100 000 population","ITA","Italy","2002","2002",276.5,,
"CANCTOCA","Malignant neoplasms","PERCMTTX","Incidence per 100 000 population","ITA","Italy","2008","2008",274.3,,
"CANCTOCA","Malignant neoplasms","PERCMTTX","Incidence per 100 000 population","ITA","Italy","2012","2012",278.6,,
"CANCCOLC","Malignant neoplasms of colon","PERCMTTX","Incidence per 100 000 population","ITA","Italy","2000","2000",29.6,,
"CANCCOLC","Malignant neoplasms of colon","PERCMTTX","Incidence per 100 000 population","ITA","Italy","2002","2002",33,,
"CANCCOLC","Malignant neoplasms of colon","PERCMTTX","Incidence per 100 000 population","ITA","Italy","2008","2008",36.5,,
"CANCCOLC","Malignant neoplasms of colon","PERCMTTX","Incidence per 100 000 population","ITA","Italy","2012","2012",33.9,,
"CANCLUNC","Malignant neoplasms of lung","PERCMTTX","Incidence per 100 000 population","ITA","Italy","2000","2000",34.2,,
"CANCLUNC","Malignant neoplasms of lung","PERCMTTX","Incidence per 100 000 population","ITA","Italy","2002","2002",34.4,,
"CANCLUNC","Malignant neoplasms of lung","PERCMTTX","Incidence per 100 000 population","ITA","Italy","2008","2008",26.7,,
"CANCLUNC","Malignant neoplasms of lung","PERCMTTX","Incidence per 100 000 population","ITA","Italy","2012","2012",24.5,,
"CANCTOCA","Malignant neoplasms","PERCMTTX","Incidence per 100 000 population","JPN","Japan","2002","2002",214.5,,
"CANCTOCA","Malignant neoplasms","PERCMTTX","Incidence per 100 000 population","JPN","Japan","2008","2008",201.1,,
"CANCTOCA","Malignant neoplasms","PERCMTTX","Incidence per 100 000 population","JPN","Japan","2012","2012",217.1,,
"CANCCOLC","Malignant neoplasms of colon","PERCMTTX","Incidence per 100 000 population","JPN","Japan","2002","2002",37.9,,
"CANCCOLC","Malignant neoplasms of colon","PERCMTTX","Incidence per 100 000 population","JPN","Japan","2008","2008",31.5,,
"CANCCOLC","Malignant neoplasms of colon","PERCMTTX","Incidence per 100 000 population","JPN","Japan","2012","2012",32.2,,
"CANCLUNC","Malignant neoplasms of lung","PERCMTTX","Incidence per 100 000 population","JPN","Japan","2002","2002",25.2,,
"CANCLUNC","Malignant neoplasms of lung","PERCMTTX","Incidence per 100 000 population","JPN","Japan","2008","2008",24.6,,
"CANCLUNC","Malignant neoplasms of lung","PERCMTTX","Incidence per 100 000 population","JPN","Japan","2012","2012",24.6,,
"CANCTOCA","Malignant neoplasms","PERCMTTX","Incidence per 100 000 population","KOR","Korea","2002","2002",220.5,,
"CANCTOCA","Malignant neoplasms","PERCMTTX","Incidence per 100 000 population","KOR","Korea","2008","2008",262.4,,
"CANCTOCA","Malignant neoplasms","PERCMTTX","Incidence per 100 000 population","KOR","Korea","2012","2012",307.8,,
"CANCCOLC","Malignant neoplasms of colon","PERCMTTX","Incidence per 100 000 population","KOR","Korea","2002","2002",20.3,,
"CANCCOLC","Malignant neoplasms of colon","PERCMTTX","Incidence per 100 000 population","KOR","Korea","2008","2008",35.2,,
"CANCCOLC","Malignant neoplasms of colon","PERCMTTX","Incidence per 100 000 population","KOR","Korea","2012","2012",45,,
"CANCLUNC","Malignant neoplasms of lung","PERCMTTX","Incidence per 100 000 population","KOR","Korea","2002","2002",33.1,,
"CANCLUNC","Malignant neoplasms of lung","PERCMTTX","Incidence per 100 000 population","KOR","Korea","2008","2008",27.6,,
"CANCLUNC","Malignant neoplasms of lung","PERCMTTX","Incidence per 100 000 population","KOR","Korea","2012","2012",28.7,,
"CANCTOCA","Malignant neoplasms","PERCMTTX","Incidence per 100 000 population","LUX","Luxembourg","2000","2000",271.2,,
"CANCTOCA","Malignant neoplasms","PERCMTTX","Incidence per 100 000 population","LUX","Luxembourg","2002","2002",296.7,,
"CANCTOCA","Malignant neoplasms","PERCMTTX","Incidence per 100 000 population","LUX","Luxembourg","2008","2008",284,,
"CANCTOCA","Malignant neoplasms","PERCMTTX","Incidence per 100 000 population","LUX","Luxembourg","2012","2012",280.3,,
"CANCCOLC","Malignant neoplasms of colon","PERCMTTX","Incidence per 100 000 population","LUX","Luxembourg","2000","2000",34.1,,
"CANCCOLC","Malignant neoplasms of colon","PERCMTTX","Incidence per 100 000 population","LUX","Luxembourg","2002","2002",37.2,,
"CANCCOLC","Malignant neoplasms of colon","PERCMTTX","Incidence per 100 000 population","LUX","Luxembourg","2008","2008",32.9,,
"CANCCOLC","Malignant neoplasms of colon","PERCMTTX","Incidence per 100 000 population","LUX","Luxembourg","2012","2012",31.5,,
"CANCLUNC","Malignant neoplasms of lung","PERCMTTX","Incidence per 100 000 population","LUX","Luxembourg","2000","2000",36.3,,
"CANCLUNC","Malignant neoplasms of lung","PERCMTTX","Incidence per 100 000 population","LUX","Luxembourg","2002","2002",37.5,,
"CANCLUNC","Malignant neoplasms of lung","PERCMTTX","Incidence per 100 000 population","LUX","Luxembourg","2008","2008",30.9,,
"CANCLUNC","Malignant neoplasms of lung","PERCMTTX","Incidence per 100 000 population","LUX","Luxembourg","2012","2012",28.4,,
"CANCTOCA","Malignant neoplasms","PERCMTTX","Incidence per 100 000 population","MEX","Mexico","2002","2002",147.3,,
"CANCTOCA","Malignant neoplasms","PERCMTTX","Incidence per 100 000 population","MEX","Mexico","2008","2008",128.4,,
"CANCTOCA","Malignant neoplasms","PERCMTTX","Incidence per 100 000 population","MEX","Mexico","2012","2012",131.5,,
"CANCCOLC","Malignant neoplasms of colon","PERCMTTX","Incidence per 100 000 population","MEX","Mexico","2002","2002",7.5,,
"CANCCOLC","Malignant neoplasms of colon","PERCMTTX","Incidence per 100 000 population","MEX","Mexico","2008","2008",6.5,,
"CANCCOLC","Malignant neoplasms of colon","PERCMTTX","Incidence per 100 000 population","MEX","Mexico","2012","2012",7.8,,
"CANCLUNC","Malignant neoplasms of lung","PERCMTTX","Incidence per 100 000 population","MEX","Mexico","2002","2002",11.9,,
"CANCLUNC","Malignant neoplasms of lung","PERCMTTX","Incidence per 100 000 population","MEX","Mexico","2008","2008",9.4,,
"CANCLUNC","Malignant neoplasms of lung","PERCMTTX","Incidence per 100 000 population","MEX","Mexico","2012","2012",7.5,,
"CANCTOCA","Malignant neoplasms","PERCMTTX","Incidence per 100 000 population","NLD","Netherlands","2000","2000",276.5,,
"CANCTOCA","Malignant neoplasms","PERCMTTX","Incidence per 100 000 population","NLD","Netherlands","2002","2002",283,,
"CANCTOCA","Malignant neoplasms","PERCMTTX","Incidence per 100 000 population","NLD","Netherlands","2008","2008",289.9,,
"CANCTOCA","Malignant neoplasms","PERCMTTX","Incidence per 100 000 population","NLD","Netherlands","2012","2012",304.8,,
"CANCCOLC","Malignant neoplasms of colon","PERCMTTX","Incidence per 100 000 population","NLD","Netherlands","2000","2000",36,,
"CANCCOLC","Malignant neoplasms of colon","PERCMTTX","Incidence per 100 000 population","NLD","Netherlands","2002","2002",35.9,,
"CANCCOLC","Malignant neoplasms of colon","PERCMTTX","Incidence per 100 000 population","NLD","Netherlands","2008","2008",36.6,,
"CANCCOLC","Malignant neoplasms of colon","PERCMTTX","Incidence per 100 000 population","NLD","Netherlands","2012","2012",40.2,,
"CANCLUNC","Malignant neoplasms of lung","PERCMTTX","Incidence per 100 000 population","NLD","Netherlands","2000","2000",39.8,,
"CANCLUNC","Malignant neoplasms of lung","PERCMTTX","Incidence per 100 000 population","NLD","Netherlands","2002","2002",38.8,,
"CANCLUNC","Malignant neoplasms of lung","PERCMTTX","Incidence per 100 000 population","NLD","Netherlands","2008","2008",35,,
"CANCLUNC","Malignant neoplasms of lung","PERCMTTX","Incidence per 100 000 population","NLD","Netherlands","2012","2012",37.2,,
"CANCTOCA","Malignant neoplasms","PERCMTTX","Incidence per 100 000 population","NZL","New Zealand","2002","2002",331,,
"CANCTOCA","Malignant neoplasms","PERCMTTX","Incidence per 100 000 population","NZL","New Zealand","2008","2008",309.2,,
"CANCTOCA","Malignant neoplasms","PERCMTTX","Incidence per 100 000 population","NZL","New Zealand","2012","2012",295,,
"CANCCOLC","Malignant neoplasms of colon","PERCMTTX","Incidence per 100 000 population","NZL","New Zealand","2002","2002",47.6,,
"CANCCOLC","Malignant neoplasms of colon","PERCMTTX","Incidence per 100 000 population","NZL","New Zealand","2008","2008",40.5,,
"CANCCOLC","Malignant neoplasms of colon","PERCMTTX","Incidence per 100 000 population","NZL","New Zealand","2012","2012",37.3,,
"CANCLUNC","Malignant neoplasms of lung","PERCMTTX","Incidence per 100 000 population","NZL","New Zealand","2002","2002",28.9,,
"CANCLUNC","Malignant neoplasms of lung","PERCMTTX","Incidence per 100 000 population","NZL","New Zealand","2008","2008",26.1,,
"CANCLUNC","Malignant neoplasms of lung","PERCMTTX","Incidence per 100 000 population","NZL","New Zealand","2012","2012",25.9,,
"CANCTOCA","Malignant neoplasms","PERCMTTX","Incidence per 100 000 population","NOR","Norway","2002","2002",286,,
"CANCTOCA","Malignant neoplasms","PERCMTTX","Incidence per 100 000 population","NOR","Norway","2008","2008",297.9,,
"CANCTOCA","Malignant neoplasms","PERCMTTX","Incidence per 100 000 population","NOR","Norway","2012","2012",318.3,,
"CANCCOLC","Malignant neoplasms of colon","PERCMTTX","Incidence per 100 000 population","NOR","Norway","2002","2002",40.3,,
"CANCCOLC","Malignant neoplasms of colon","PERCMTTX","Incidence per 100 000 population","NOR","Norway","2008","2008",37.8,,
"CANCCOLC","Malignant neoplasms of colon","PERCMTTX","Incidence per 100 000 population","NOR","Norway","2012","2012",38.9,,
"CANCLUNC","Malignant neoplasms of lung","PERCMTTX","Incidence per 100 000 population","NOR","Norway","2002","2002",27.6,,
"CANCLUNC","Malignant neoplasms of lung","PERCMTTX","Incidence per 100 000 population","NOR","Norway","2008","2008",30.1,,
"CANCLUNC","Malignant neoplasms of lung","PERCMTTX","Incidence per 100 000 population","NOR","Norway","2012","2012",30,,
"CANCTOCA","Malignant neoplasms","PERCMTTX","Incidence per 100 000 population","POL","Poland","2002","2002",256.1,,
"CANCTOCA","Malignant neoplasms","PERCMTTX","Incidence per 100 000 population","POL","Poland","2008","2008",225.1,,
"CANCTOCA","Malignant neoplasms","PERCMTTX","Incidence per 100 000 population","POL","Poland","2012","2012",229.6,,
"CANCCOLC","Malignant neoplasms of colon","PERCMTTX","Incidence per 100 000 population","POL","Poland","2002","2002",27.7,,
